Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,42.24,33.78,33.17,45.02,59.73,75.06,81.90
  └─ Sales Growth %,,-20.03%,-1.81%,35.73%,32.67%,25.67%,9.11%
Expenses,30.57,31.74,27.54,43.06,55.97,71.92,76.81
  └─ Material Cost %,40%,55%,43%,55%,63%,63%,62%
    └─ Raw material cost,23,23,4,32,30,41,53
    └─ Change in inventory,-7,-4,10,-7,7,7,-2
  └─ Manufacturing Cost %,-0%,5%,7%,5%,5%,7%,-0%
  └─ Employee Cost %,10%,9%,7%,7%,6%,6%,7%
  └─ Other Cost %,22%,25%,26%,28%,20%,20%,26%
Operating Profit,11.67,2.04,5.63,1.96,3.76,3.14,5.09
OPM %,27.63%,6.04%,16.97%,4.35%,6.29%,4.18%,6.21%
Other Income,0.06,0.06,-3.46,0.02,0.01,0.01,0.01
  └─ Exceptional items,0.00,0.00,-3.68,0.00,0.00,0.00,0.00
  └─ Other income normal,0.06,0.06,0.22,0.02,0.01,0.01,0.01
Interest,0.18,0.11,0.15,0.11,0.09,0.07,0.37
Depreciation,1.42,1.47,1.47,1.43,1.47,1.45,1.46
Profit before tax,10.13,0.52,0.55,0.44,2.21,1.63,3.27
Tax %,0.39%,25.00%,40.00%,31.82%,33.03%,28.83%,23.85%
Net Profit,10.09,0.39,0.32,0.31,1.49,1.16,2.49
  └─ Exceptional items AT,0,0,-2,0,0,0,0
  └─ Profit excl Excep,10,0,2,0,1,1,2
  └─ Profit for PE,10,0,2,0,1,1,2
  └─ Profit for EPS,10,0,0,0,1,1,2
  └─ Profit Growth %,,-96%,490%,-87%,381%,-22%,115%
EPS in Rs,6.42,0.25,0.20,0.18,0.73,0.50,1.01
Dividend Payout %,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%
