Metric,Mar 2017,Mar 2018,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,419,573,298,577,942,979,1080,1250
  └─ Sales Growth %,,36.98%,,93.79%,63.07%,3.93%,10.33%,15.77%
Expenses,333,478,275,480,758,787,895,1026
  └─ Material Cost %,50.00%,56.20%,55.85%,53.37%,54.03%,49.62%,49.28%,48.98%
    └─ Raw material cost,215,333,151,338,514,504,573,649
    └─ Change in inventory,-6,-10,16,-30,-6,-19,-41,-37
  └─ Manufacturing Cost %,9.08%,7.16%,7.72%,6.90%,7.52%,8.26%,9.85%,0.00%
  └─ Employee Cost %,12.21%,13.78%,19.60%,15.29%,12.60%,15.10%,16.12%,17.16%
  └─ Other Cost %,8.21%,6.23%,9.04%,7.48%,6.34%,7.42%,7.61%,15.90%
Operating Profit,86,95,23,98,184,192,185,225
OPM %,20%,17%,8%,17%,20%,20%,17%,18%
Other Income,4,6,13,10,12,15,24,21
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,-0.18,0.00
  └─ Other income normal,4.18,6.21,12.88,10.16,11.63,14.53,24.60,20.77
Interest,9,17,12,9,9,11,5,5
Depreciation,12,15,22,24,27,37,45,53
Profit before tax,69,69,2,74,159,159,159,187
Tax %,27%,29%,55%,24%,26%,25%,25%,24%
Net Profit,50,49,1,56,118,118,119,141
  └─ Minority share,0,0,0,0,0,0,0,-2
  └─ Exceptional items AT,0,0,0,0,0,0,-0,0
  └─ Profit excl Excep,50,49,1,56,118,118,119,141
  └─ Profit for PE,50,49,1,56,118,119,120,140
  └─ Profit for EPS,50,49,1,56,118,119,120,140
  └─ Profit Growth %,,-2%,,5697%,110%,1%,1%,17%
EPS in Rs,2512.00,2255.49,0.42,24.08,12.66,11.29,11.35,13.26
Dividend Payout %,0%,0%,0%,0%,0%,0%,9%,4%
