Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,191,213,323,290,288,347,387
  └─ Sales Growth %,,11.80%,51.20%,-10.15%,-0.48%,20.47%,11.39%
Expenses,167,189,289,266,261,312,339
  └─ Material Cost %,53%,51%,59%,57%,56%,53%,52%
    └─ Raw material cost,113,125,193,164,174,190,197
    └─ Change in inventory,-12,-15,-4,1,-13,-6,5
  └─ Manufacturing Cost %,10%,11%,7%,9%,10%,11%,0%
  └─ Employee Cost %,17%,18%,13%,15%,18%,17%,17%
  └─ Other Cost %,8%,9%,10%,10%,7%,9%,19%
Operating Profit,24,25,34,24,27,36,48
OPM %,12%,12%,10%,8%,9%,10%,12%
Other Income,2,1,4,2,3,4,3
  └─ Exceptional items,0.13,-0.04,-0.04,0.05,-0.30,-0.06,0.00
  └─ Other income normal,1.86,1.34,3.65,1.62,3.34,4.03,2.62
Interest,4,4,7,6,8,9,9
Depreciation,7,8,9,10,11,9,11
Profit before tax,14,15,21,9,11,21,31
Tax %,21%,17%,14%,14%,27%,20%,14%
Net Profit,11,12,18,8,8,17,26
  └─ Exceptional items AT,0,-0,-0,0,-0,-0,0
  └─ Profit excl Excep,11,12,18,8,8,17,26
  └─ Profit for PE,11,12,18,8,8,17,26
  └─ Profit for EPS,11,12,18,8,8,17,26
  └─ Profit Growth %,,6%,53%,-56%,0%,112%,53%
EPS in Rs,3.22,3.37,4.92,2.02,1.97,4.29,6.52
Dividend Payout %,16%,20%,14%,0%,0%,9%,0%
