Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,456,475,545,647,761,856,998,1228,1148,1208,1331,1646
  └─ Sales Growth %,17.32%,4.38%,14.56%,18.81%,17.62%,12.51%,16.53%,23.08%,-6.52%,5.18%,10.23%,23.64%
Expenses,339,359,405,467,559,619,708,880,855,920,1023,1245
  └─ Material Cost %,28.32%,26.20%,24.80%,22.54%,22.79%,23.84%,25.27%,22.47%,22.06%,20.09%,20.18%,19.72%
    └─ Raw material cost,129,125,135,146,174,204,252,276,253,243,269,325
  └─ Manufacturing Cost %,4.46%,4.00%,3.77%,10.62%,11.57%,4.09%,3.82%,3.89%,3.98%,5.11%,5.13%,0.00%
  └─ Employee Cost %,21.53%,22.77%,23.46%,22.80%,23.20%,22.27%,19.96%,19.02%,22.08%,22.89%,23.67%,22.93%
  └─ Other Cost %,20.05%,22.57%,22.23%,16.13%,15.82%,22.11%,21.92%,26.28%,26.34%,28.08%,27.87%,33.00%
Operating Profit,117,116,140,181,203,237,290,348,293,288,308,401
OPM %,26%,24%,26%,28%,27%,28%,29%,28%,26%,24%,23%,24%
Other Income,7,29,39,6,8,-17,12,34,15,9,15,17
  └─ Exceptional items,1.80,10.99,13.30,1.32,3.30,-24.23,0.52,15.89,0.01,0.98,6.89,-8.99
  └─ Other income normal,5.13,18.48,25.59,4.35,4.87,7.67,11.52,17.62,15.21,8.14,8.22,25.58
Interest,2,2,2,4,4,13,12,25,32,28,24,25
Depreciation,21,17,17,19,20,39,46,63,89,94,109,134
Profit before tax,101,128,160,164,187,169,244,293,188,175,191,259
Tax %,33%,36%,33%,32%,34%,24%,25%,27%,24%,26%,24%,26%
Net Profit,68,82,107,112,124,128,183,215,143,128,146,191
  └─ Minority share,-7,-5,-6,-8,-3,-0,-0,-0,-1,-1,-1,-1
  └─ Exceptional items AT,1,7,9,1,2,-17,0,12,0,1,5,-6
  └─ Profit excl Excep,67,75,98,111,121,144,183,203,143,128,140,198
  └─ Profit for PE,60,70,93,103,118,144,183,203,143,127,140,196
  └─ Profit for EPS,61,77,102,104,120,127,183,214,143,128,145,190
  └─ Profit Growth %,10%,18%,32%,11%,14%,22%,27%,11%,-30%,-11%,10%,40%
EPS in Rs,15.44,20.10,26.61,27.29,5.99,6.29,8.95,10.46,6.98,6.24,7.00,9.17
Dividend Payout %,0%,100%,49%,0%,55%,32%,22%,19%,29%,16%,0%,55%
