Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,313,318,262,194,322,341,427,576,891
  └─ Sales Growth %,,2%,-18%,-26%,66%,6%,25%,35%,55%
Expenses,149,165,136,113,205,210,260,335,535
  └─ Material Cost %,-0.13%,0.35%,-4.73%,-2.65%,0.00%,6.30%,0.00%,0.00%,44.92%
    └─ Raw material cost,0,0,0,0,0,0,0,0,400
    └─ Change in inventory,-0,1,-12,-5,0,21,0,0,0
  └─ Manufacturing Cost %,33.32%,35.89%,41.90%,40.65%,47.33%,37.81%,43.50%,42.38%,0.00%
  └─ Employee Cost %,7.49%,7.69%,9.62%,13.73%,8.61%,10.09%,11.28%,10.83%,8.77%
  └─ Other Cost %,7.00%,7.97%,5.11%,6.49%,7.91%,7.19%,6.22%,4.96%,6.42%
Operating Profit,164,153,126,81,116,132,167,241,355
OPM %,52%,48%,48%,42%,36%,39%,39%,42%,40%
Other Income,3,2,3,6,3,55,30,-228,-139
  └─ Exceptional items,-1,0,-0,3,1,46,1,-258,-208
  └─ Other income normal,4,1,3,3,2,9,29,30,70
Interest,12,12,11,9,5,5,8,12,18
Depreciation,103,98,90,88,24,30,34,41,59
Profit before tax,52,44,28,-10,91,152,154,-40,140
Tax %,96%,69%,-10%,-744%,20%,17%,19%,96%,-41%
Net Profit,2,14,31,65,72,125,125,-79,197
  └─ Minority share,0,0,0,-0,-0,-2,-1,-11,-17
  └─ Exceptional items AT,-0,0,-0,3,1,38,1,-301,-208
  └─ Profit excl Excep,2,14,31,62,71,87,124,222,405
  └─ Profit for PE,2,14,31,62,71,86,123,211,370
  └─ Profit for EPS,2,14,31,65,72,123,124,-90,180
  └─ Profit Growth %,,565%,133%,97%,15%,21%,43%,72%,75%
EPS in Rs,199.00,1358.00,3110.00,10.12,11.27,19.28,19.35,-14.08,28.12
Dividend Payout %,0%,0%,0%,0%,14%,10%,13%,-22%,9%
