Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,511,1971,1348,2262,3548,2270,1281,962,825,779,704,775
  └─ Sales Growth %,37.62%,285.97%,-31.61%,67.83%,56.82%,-36.01%,-43.59%,-24.86%,-14.30%,-5.56%,-9.62%,10.03%
Expenses,227,1320,479,1218,2500,1414,899,775,446,446,270,281
  └─ Material Cost %,0.00%,0.00%,1.82%,0.66%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
    └─ Raw material cost,0.00,0.00,24.55,15.03,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Manufacturing Cost %,32.23%,62.97%,27.34%,49.47%,67.33%,56.27%,64.64%,63.40%,46.44%,45.40%,24.31%,0.00%
  └─ Employee Cost %,4.76%,1.57%,3.09%,2.14%,1.49%,2.17%,2.40%,3.24%,3.52%,4.01%,4.20%,3.41%
  └─ Other Cost %,7.38%,2.44%,3.29%,1.58%,1.62%,3.84%,3.13%,13.91%,4.13%,7.89%,9.91%,32.91%
Operating Profit,284,651,869,1044,1048,856,382,187,379,333,434,493
OPM %,56%,33%,64%,46%,30%,38%,30%,19%,46%,43%,62%,64%
Other Income,40,99,56,60,236,1815,372,723,-131,-361,9,-32
  └─ Exceptional items,20,65,5,5,62,1510,43,-151,-394,-459,-46,-85
  └─ Other income normal,21,34,51,55,174,305,328,875,263,98,56,53
Interest,526,977,1056,1141,1175,1276,877,850,547,429,335,264
Depreciation,142,136,221,261,296,293,117,98,86,101,118,136
Profit before tax,-343,-363,-352,-297,-187,1103,-240,-38,-386,-558,-10,62
Tax %,1%,-3%,2%,14%,32%,7%,16%,-43%,-5%,-4%,235%,28%
Net Profit,-346,-353,-360,-338,-248,1029,-278,-21,-365,-533,-34,45
  └─ Minority share,2,12,7,9,3,4,0,0,-10,-10,-41,-65
  └─ Exceptional items AT,20,65,5,5,62,1429,43,-161,-414,-445,-76,-51
  └─ Profit excl Excep,-365,-417,-365,-343,-310,-400,-322,140,49,-88,42,97
  └─ Profit for PE,-363,-403,-358,-334,-307,-396,-322,138,39,-98,1,32
  └─ Profit for EPS,-343,-341,-353,-329,-245,1034,-278,-21,-375,-543,-75,-20
  └─ Profit Growth %,-128%,-11%,11%,7%,8%,-29%,19%,143%,-72%,-352%,101%,2314%
EPS in Rs,-11.04,-9.67,-10.03,-9.34,-6.96,29.35,-7.90,-0.60,-10.65,-15.42,-2.13,-0.56
Dividend Payout %,-0%,-0%,-0%,-5%,-7%,-0%,-0%,-0%,-0%,-0%,-0%,-0%
