Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,8651,9427,9376,11905,13166,14253,15102,15265,17237,19547,23242,27148
  └─ Sales Growth %,19.76%,8.96%,-0.53%,26.97%,10.59%,8.26%,5.96%,1.08%,12.92%,13.40%,18.90%,16.81%
Expenses,6896,7095,7474,9074,10174,11455,11758,11923,13378,14163,16183,18673
  └─ Material Cost %,36.95%,32.84%,36.46%,34.62%,35.82%,34.52%,34.50%,36.33%,36.61%,31.86%,27.27%,26.86%
    └─ Raw material cost,3294,3107,3558,4437,4826,5014,5359,5908,6072,6478,6523,8180
    └─ Change in inventory,-97,-11,-139,-315,-110,-94,-149,-362,238,-250,-185,-888
  └─ Manufacturing Cost %,6.10%,5.00%,5.48%,5.35%,5.72%,5.58%,5.25%,5.32%,4.84%,4.67%,4.22%,0.00%
  └─ Employee Cost %,14.32%,13.82%,16.25%,15.64%,16.18%,16.96%,16.51%,15.97%,16.07%,16.07%,15.86%,16.27%
  └─ Other Cost %,22.34%,23.60%,21.52%,20.61%,19.56%,23.31%,21.59%,20.49%,20.10%,19.85%,22.28%,25.65%
Operating Profit,1756,2332,1902,2831,2991,2798,3344,3342,3860,5384,7058,8475
OPM %,20%,25%,20%,24%,23%,20%,22%,22%,22%,28%,30%,31%
Other Income,45,112,127,111,183,-264,-171,2581,-422,293,50,-7
  └─ Exceptional items,-8,-4,-1,45,75,-331,-209,2357,-588,22,-185,-517
  └─ Other income normal,53,116,128,66,108,67,37,225,166,271,235,510
Interest,68,53,45,91,194,342,164,127,130,81,166,439
Depreciation,287,292,373,539,599,696,725,713,723,764,916,1408
Profit before tax,1446,2099,1612,2312,2382,1495,2285,5084,2585,4832,6027,6621
Tax %,18%,8%,8%,24%,22%,21%,6%,10%,23%,20%,23%,24%
Net Profit,1188,1964,1517,1810,1899,1204,2185,4618,2092,3973,4673,5124
  └─ Profit from Associates,2,43,34,63,47,29,47,46,95,118,58,97
  └─ Minority share,-38,-30,-29,-35,-50,-28,-51,-131,-132,-113,-147,-84
  └─ Exceptional items AT,-7,-3,-1,32,56,-260,-166,122,-428,-1,-122,-392
  └─ Profit excl Excep,1195,1967,1518,1778,1843,1465,2351,4496,2519,3973,4795,5516
  └─ Profit for PE,1157,1936,1489,1744,1794,1431,2296,4369,2361,3860,4644,5426
  └─ Profit for EPS,1151,1934,1488,1776,1849,1177,2134,4487,1960,3860,4526,5040
  └─ Profit Growth %,41%,67%,-23%,17%,3%,-20%,60%,90%,-46%,63%,20%,17%
EPS in Rs,11.24,18.89,14.53,17.35,18.06,11.49,20.84,43.83,19.37,38.36,44.97,50.09
Dividend Payout %,21%,17%,22%,20%,19%,30%,17%,6%,31%,8%,24%,2%
