Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,488,404,692,778,930,883,817,780,923,1091,1155,953
  └─ Sales Growth %,14.77%,-17.11%,70.98%,12.45%,19.63%,-5.07%,-7.45%,-4.59%,18.34%,18.19%,5.92%,-17.54%
Expenses,387,354,636,754,848,786,729,710,847,1005,1059,817
  └─ Material Cost %,61%,64%,45%,43%,41%,40%,42%,39%,45%,48%,52%,65%
    └─ Raw material cost,323,257,303,342,383,362,328,306,415,545,622,650
    └─ Change in inventory,-25,1,8,-8,1,-7,18,-5,1,-19,-27,-28
  └─ Manufacturing Cost %,2%,2%,2%,2%,2%,2%,2%,2%,3%,2%,2%,0%
  └─ Employee Cost %,11%,13%,33%,37%,35%,37%,37%,41%,36%,34%,32%,14%
  └─ Other Cost %,5%,8%,12%,15%,13%,10%,8%,9%,8%,8%,7%,7%
Operating Profit,101,51,56,23,82,97,88,70,76,86,97,135
OPM %,21%,13%,8%,3%,9%,11%,11%,9%,8%,8%,8%,14%
Other Income,7,8,32,13,7,5,6,-52,7,2,-6,-137
  └─ Exceptional items,0,0,3,0,0,-11,0,-60,0,-5,-15,-153
  └─ Other income normal,7,8,29,13,7,15,6,8,7,7,9,16
Interest,5,7,18,22,35,37,30,26,27,35,33,17
Depreciation,17,17,23,28,28,41,45,43,44,45,44,20
Profit before tax,87,36,46,-14,27,23,19,-52,12,8,14,-38
Tax %,31%,28%,19%,7%,-1%,31%,38%,2%,45%,135%,114%,38%
Net Profit,60,26,37,-15,27,16,12,-53,7,-3,-2,-52
  └─ Minority share,-16,0,-3,-4,1,4,5,23,3,5,4,0
  └─ Exceptional items AT,0,0,2,0,0,-6,0,-66,0,5,12,-153
  └─ Profit excl Excep,60,26,35,-15,27,22,12,13,7,-8,-14,101
  └─ Profit for PE,43,26,32,-19,28,26,17,7,10,-3,-10,101
  └─ Profit for EPS,43,26,34,-19,28,20,17,-31,10,2,2,-52
  └─ Profit Growth %,25%,-40%,23%,-159%,248%,-9%,-33%,-58%,35%,-131%,-216%,1153%
EPS in Rs,34.49,20.74,26.93,-14.74,21.91,15.47,13.32,-23.70,7.62,1.38,1.67,-35.15
Dividend Payout %,9%,14%,19%,-7%,23%,16%,30%,-11%,53%,434%,359%,-14%
