Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,84.02,91.49,156.92,169.65,183.63,101.38,77.87,163.12,164.92,143.22,119.09,53.38
  └─ Sales Growth %,-63%,9%,72%,8%,8%,-45%,-23%,109%,1%,-13%,-17%,-55%
Expenses,141.82,128.66,176.01,211.86,297.69,132.11,79.41,148.04,177.17,143.47,124.34,69.63
  └─ Material Cost %,73%,76%,80%,86%,65%,60%,61%,58%,74%,56%,46%,56%
    └─ Raw material cost,61.39,67.09,125.50,139.52,117.92,62.89,52.12,107.21,119.45,79.41,43.61,27.93
    └─ Change in inventory,0.10,2.44,-0.41,7.07,0.68,-2.19,-4.46,-12.54,3.08,0.42,10.85,1.99
  └─ Manufacturing Cost %,10%,9%,8%,7%,15%,19%,21%,6%,9%,14%,17%,0%
  └─ Employee Cost %,8%,8%,4%,5%,5%,9%,10%,5%,5%,4%,4%,10%
  └─ Other Cost %,77%,48%,20%,26%,78%,42%,10%,21%,19%,26%,37%,65%
Operating Profit,-57.80,-37.17,-19.09,-42.21,-114.06,-30.73,-1.54,15.08,-12.25,-0.25,-5.25,-16.25
OPM %,-68.79%,-40.63%,-12.17%,-24.88%,-62.11%,-30.31%,-1.98%,9.24%,-7.43%,-0.17%,-4.41%,-30.44%
Other Income,2.50,22.53,0.80,16.16,7.19,12.56,-5.72,7.86,3.80,5.06,9.91,25.03
  └─ Exceptional items,-6.61,0.00,-0.12,-0.60,-6.59,0.00,-16.43,7.01,-3.25,-0.23,-0.25,1.24
  └─ Other income normal,9.11,22.53,0.92,16.76,13.78,12.56,10.71,0.85,7.05,5.29,10.16,23.79
Interest,9.39,10.43,8.67,7.69,7.29,4.53,3.47,6.99,3.48,2.92,2.48,2.48
Depreciation,6.29,6.11,6.24,7.33,6.01,5.65,2.84,2.67,2.45,2.58,1.95,1.92
Profit before tax,-70.98,-31.18,-33.20,-41.07,-120.17,-28.35,-13.57,13.28,-14.38,-0.69,0.23,4.38
Tax %,0.13%,4.78%,0.00%,0.00%,0.00%,0.00%,0.00%,12.42%,0.00%,0.00%,0.00%,0.00%
Net Profit,-71.07,-32.66,-33.20,-41.07,-120.17,-28.34,-13.58,11.63,-14.38,-0.70,0.23,4.38
  └─ Exceptional items AT,-7,0,-0,-1,-7,0,-16,8,0,-0,-0,1
  └─ Profit excl Excep,-64,-33,-33,-40,-114,-28,3,4,-14,-0,0,3
  └─ Profit for PE,-64,-33,-33,-40,-114,-28,3,4,-14,-0,0,3
  └─ Profit for EPS,-71,-33,-33,-41,-120,-28,-14,12,-14,-1,0,4
  └─ Profit Growth %,57%,49%,-1%,-22%,-181%,75%,110%,32%,-482%,97%,202%,554%
EPS in Rs,-5.41,-2.49,-2.53,-3.13,-9.15,-2.16,-0.95,0.82,-1.01,-0.05,0.02,0.31
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
