Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,339,315,304,300,357,349,280,388,451,461,550,535
  └─ Sales Growth %,9.94%,-7.20%,-3.57%,-1.31%,19.19%,-2.43%,-19.76%,38.83%,16.11%,2.30%,19.31%,-2.75%
Expenses,317,286,278,281,332,330,263,364,426,411,482,495
  └─ Material Cost %,52%,47%,46%,46%,48%,49%,48%,47%,46%,45%,46%,51%
    └─ Raw material cost,178,149,143,134,171,174,133,191,206,214,256,274
    └─ Change in inventory,0,-0,-4,4,-0,-3,2,-9,4,-5,-2,0
  └─ Manufacturing Cost %,18%,19%,19%,20%,20%,20%,19%,21%,21%,23%,21%,-0%
  └─ Employee Cost %,13%,16%,18%,18%,16%,17%,17%,12%,12%,12%,11%,12%
  └─ Other Cost %,10%,9%,9%,10%,9%,9%,9%,14%,15%,9%,9%,30%
Operating Profit,22,29,26,18,25,19,17,24,25,51,69,40
OPM %,7%,9%,9%,6%,7%,5%,6%,6%,6%,11%,13%,8%
Other Income,8,-0,3,1,0,1,2,0,10,-1,1,1
  └─ Exceptional items,1.21,-0.42,0.01,0.00,-0.18,0.10,1.10,-1.00,0.57,-2.50,-0.77,-1.40
  └─ Other income normal,7.08,0.38,2.72,0.71,0.49,0.54,0.77,1.16,8.95,1.61,1.30,2.68
Interest,5,4,4,4,5,8,5,5,6,7,10,15
Depreciation,15,14,14,14,13,14,13,12,13,12,16,19
Profit before tax,11,10,11,1,7,-2,1,7,15,30,43,8
Tax %,19%,24%,35%,197%,26%,-232%,-127%,23%,9%,25%,28%,60%
Net Profit,9,8,7,-1,5,3,2,6,14,23,31,3
  └─ Exceptional items AT,1,-0,0,0,-0,0,1,-1,0,-2,-1,-1
  └─ Profit excl Excep,8,8,7,-1,5,3,1,6,14,25,31,4
  └─ Profit for PE,8,8,7,-1,5,3,1,6,14,25,31,4
  └─ Profit for EPS,9,8,7,-1,5,3,2,6,14,23,31,3
  └─ Profit Growth %,-30%,4%,-16%,-111%,805%,-47%,-75%,778%,114%,82%,27%,-88%
EPS in Rs,16.74,14.92,13.00,-1.42,10.06,5.60,3.15,10.87,26.32,42.72,57.56,6.04
Dividend Payout %,17%,17%,19%,-22%,20%,25%,20%,21%,16%,22%,25%,58%
