Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,409,549,604,770,1177,1380,1006,1449
  └─ Sales Growth %,,34.36%,9.94%,27.60%,52.77%,17.22%,-27.06%,44.02%
Expenses,385,525,582,723,1091,1274,912,1335
  └─ Material Cost %,85%,86%,85%,82%,80%,82%,77%,81%
    └─ Raw material cost,387,472,548,650,1006,1327,916,1431
    └─ Change in inventory,-41,0,-35,-15,-65,-191,-141,-261
  └─ Manufacturing Cost %,3%,2%,2%,3%,4%,3%,3%,0%
  └─ Employee Cost %,1%,2%,2%,3%,2%,2%,3%,3%
  └─ Other Cost %,5%,6%,7%,6%,7%,5%,8%,9%
Operating Profit,23,24,22,48,86,105,95,115
OPM %,6%,4%,4%,6%,7%,8%,9%,8%
Other Income,2,8,10,7,8,19,16,31
  └─ Exceptional items,-0.06,2.44,4.16,1.11,-0.27,0.40,0.03,0.00
  └─ Other income normal,2.27,5.40,5.78,5.55,8.14,19.02,16.13,30.75
Interest,4,7,8,10,16,25,37,54
Depreciation,2,5,8,9,12,12,14,17
Profit before tax,19,20,15,36,66,87,60,75
Tax %,27%,31%,29%,28%,28%,15%,20%,24%
Net Profit,14,14,11,26,48,74,48,57
  └─ Minority share,1,-0,-2,-2,-3,-4,-2,-5
  └─ Exceptional items AT,-0,2,3,1,-0,0,0,0
  └─ Profit excl Excep,14,12,8,25,48,74,48,57
  └─ Profit for PE,14,11,6,23,44,70,46,52
  └─ Profit for EPS,14,13,9,24,44,70,46,52
  └─ Profit Growth %,,-21%,-45%,273%,89%,58%,-33%,12%
EPS in Rs,,,,1.10,2.00,2.34,1.55,1.74
Dividend Payout %,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%
