Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,231,244,260,286,358,359,386,480,666,762,883,1007
  └─ Sales Growth %,3.13%,5.33%,6.47%,10.16%,25.25%,0.20%,7.53%,24.53%,38.54%,14.43%,15.94%,14.06%
Expenses,205,208,227,246,299,298,321,401,557,625,737,820
  └─ Manufacturing Cost %,39%,4%,3%,4%,4%,2%,2%,2%,1%,1%,1%,0%
  └─ Employee Cost %,42%,46%,47%,47%,46%,51%,47%,44%,45%,46%,47%,51%
  └─ Other Cost %,8%,35%,38%,35%,33%,31%,34%,38%,38%,36%,36%,31%
Operating Profit,26,36,33,40,59,61,64,79,108,137,146,187
OPM %,11%,15%,13%,14%,17%,17%,17%,16%,16%,18%,17%,19%
Other Income,2,2,2,2,2,4,4,11,9,7,17,15
  └─ Exceptional items,0.49,0.46,0.02,0.39,0.00,-0.02,0.00,0.02,0.04,0.12,3.04,-4.86
  └─ Other income normal,1.63,1.71,1.91,1.92,2.18,3.89,4.09,11.05,9.39,6.83,13.79,19.79
Interest,4,4,5,5,5,5,3,3,2,4,8,9
Depreciation,1,1,1,3,4,7,7,7,10,12,13,13
Profit before tax,23,33,29,34,52,53,58,80,105,128,142,180
Tax %,23%,34%,30%,28%,27%,26%,22%,21%,22%,25%,23%,26%
Net Profit,17,22,20,24,38,39,45,63,82,96,109,133
  └─ Minority share,-1,-3,-3,-3,-2,-0,0,0,0,0,0,0
  └─ Exceptional items AT,0,0,0,0,0,-0,0,0,0,0,2,-4
  └─ Profit excl Excep,17,21,20,24,38,39,45,63,82,96,106,137
  └─ Profit for PE,16,18,17,22,36,38,45,63,82,96,106,137
  └─ Profit for EPS,17,18,17,22,36,38,45,63,82,96,109,133
  └─ Profit Growth %,10%,11%,-6%,26%,69%,6%,18%,39%,30%,17%,11%,29%
EPS in Rs,1.29,1.42,1.31,1.67,2.78,2.94,3.47,4.79,6.21,7.25,8.21,10.05
Dividend Payout %,16%,17%,18%,16%,11%,12%,11%,9%,9%,8%,9%,10%
