Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,1644,2048,1719,1578,1749,1387,1056,1459,1705,2161,2045,1846
  └─ Sales Growth %,-31.54%,24.58%,-16.09%,-8.15%,10.79%,-20.68%,-23.85%,38.09%,16.90%,26.71%,-5.37%,-9.69%
Expenses,1802,2118,1601,1567,1572,1432,954,1253,1367,1649,1708,1616
  └─ Material Cost %,7%,11%,2%,3%,3%,0%,0%,0%,0%,0%,0%,71%
    └─ Raw material cost,0,0,0,0,0,0,0,0,0,4,5,1313
    └─ Change in inventory,117,225,40,47,58,0,0,0,0,0,0,0
  └─ Manufacturing Cost %,86%,79%,80%,80%,68%,88%,77%,69%,71%,66%,69%,0%
  └─ Employee Cost %,3%,2%,3%,3%,3%,4%,4%,3%,4%,4%,5%,6%
  └─ Other Cost %,14%,11%,9%,13%,15%,11%,9%,13%,5%,6%,9%,10%
Operating Profit,-158,-69,118,11,177,-45,103,205,338,512,336,230
OPM %,-10%,-3%,7%,1%,10%,-3%,10%,14%,20%,24%,16%,12%
Other Income,52,503,391,525,253,169,185,322,1456,158,166,255
  └─ Exceptional items,-10,-5,63,-0,-2,0,3,2,1299,-2,2,59
  └─ Other income normal,62,508,327,525,255,168,182,320,157,160,164,195
Interest,515,397,399,369,378,341,325,373,363,158,120,73
Depreciation,92,66,59,55,48,45,32,31,42,48,51,57
Profit before tax,-712,-29,50,111,3,-263,-70,123,1389,463,331,354
Tax %,-32%,22%,68%,41%,102%,1%,-128%,67%,17%,31%,36%,20%
Net Profit,-483,-45,-12,33,-0,-266,19,40,1153,321,210,283
  └─ Profit from Associates,-0,-10,-28,-33,0,0,0,0,0,0,0,0
  └─ Minority share,-0,-1,6,-4,15,68,0,-16,-12,-13,-13,-12
  └─ Exceptional items AT,-10,-2,29,-0,0,0,3,1,1078,-1,1,47
  └─ Profit excl Excep,-473,-43,-41,33,-0,-266,17,39,75,322,209,236
  └─ Profit for PE,-473,-45,-21,29,15,-198,17,23,74,309,197,226
  └─ Profit for EPS,-483,-47,-6,29,15,-198,20,24,1141,308,198,271
  └─ Profit Growth %,-14%,91%,53%,237%,-49%,-1458%,108%,39%,220%,316%,-36%,15%
EPS in Rs,-84.44,-8.16,-1.06,5.00,2.51,-28.62,2.83,3.41,164.83,44.48,28.54,39.17
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,3%
