Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,44,53,77,84,46,74,114,149,164,178
  └─ Sales Growth %,,21.76%,45.22%,9.01%,-44.94%,59.16%,54.73%,30.17%,10.08%,8.65%
Expenses,41,50,72,81,52,76,110,140,159,171
  └─ Material Cost %,37.60%,37.00%,38.29%,37.39%,33.44%,42.08%,43.65%,41.92%,46.19%,46.11%
    └─ Raw material cost,16,20,30,32,16,31,50,62,76,82
    └─ Change in inventory,-0,-0,0,-0,-0,-0,-1,0,-0,-0
  └─ Manufacturing Cost %,11.85%,11.20%,13.82%,13.33%,15.57%,10.02%,9.92%,8.06%,6.42%,0.00%
  └─ Employee Cost %,21.99%,22.70%,19.44%,20.80%,33.07%,21.46%,15.76%,15.15%,15.68%,14.93%
  └─ Other Cost %,22.72%,23.36%,21.60%,24.93%,30.96%,28.98%,26.58%,28.99%,28.87%,35.09%
Operating Profit,3,3,5,3,-6,-2,5,9,5,7
OPM %,6%,6%,7%,4%,-13%,-3%,4%,6%,3%,4%
Other Income,3,3,3,4,4,9,8,3,10,10
  └─ Exceptional items,0.04,0.04,-0.12,-0.06,-0.20,-0.03,0.18,-4.61,0.99,0.00
  └─ Other income normal,3.06,2.86,3.11,3.82,4.42,9.34,7.62,7.43,8.65,9.98
Interest,3,3,4,4,5,6,7,8,8,8
Depreciation,1,1,2,2,2,2,3,3,3,3
Profit before tax,1,1,3,1,-8,0,3,0,4,6
Tax %,69%,7%,23%,56%,-5%,-912%,9%,70%,23%,34%
Net Profit,0,1,2,0,-8,1,3,0,3,4
  └─ Minority share,0,0,0,0,0,0,0,-0,0,0
  └─ Exceptional items AT,0,0,-0,-0,-0,-0,0,-2,1,0
  └─ Profit excl Excep,0,1,2,0,-8,1,3,2,2,4
  └─ Profit for PE,0,1,2,0,-8,1,3,1,2,4
  └─ Profit for EPS,0,1,2,0,-8,1,3,0,3,4
  └─ Profit Growth %,,203%,114%,-83%,-1969%,111%,218%,-62%,123%,70%
EPS in Rs,1.80,5.46,10.96,1.90,-37.24,3.75,13.09,0.23,13.97,17.77
Dividend Payout %,44%,15%,7%,26%,0%,0%,0%,0%,0%,0%
