Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,1624,1457,1549,1989,2338,2811,3017,3498
  └─ Sales Growth %,,-10.30%,6.32%,28.38%,17.56%,20.23%,7.30%,15.95%
Expenses,1332,1230,1275,1653,1959,2330,2500,2866
  └─ Material Cost %,43.42%,42.98%,42.82%,43.44%,43.51%,43.31%,41.15%,41.55%
    └─ Raw material cost,722,628,668,887,1086,1251,1285,1504
    └─ Change in inventory,-17,-2,-4,-23,-69,-33,-43,-50
  └─ Manufacturing Cost %,22.01%,23.40%,22.33%,22.12%,23.13%,19.39%,18.78%,0.00%
  └─ Employee Cost %,13.38%,14.65%,13.80%,13.94%,13.60%,13.51%,14.67%,13.97%
  └─ Other Cost %,3.20%,3.38%,3.35%,3.62%,3.53%,6.66%,8.26%,26.40%
Operating Profit,292,227,274,336,380,482,517,632
OPM %,18%,16%,18%,17%,16%,17%,17%,18%
Other Income,3,16,23,15,18,2,20,44
  └─ Exceptional items,-14,0,0,0,0,0,-0,-16
  └─ Other income normal,16,16,23,15,17,2,20,60
Interest,54,61,50,53,64,79,72,38
Depreciation,76,94,102,120,130,149,174,206
Profit before tax,165,89,146,178,203,256,291,432
Tax %,41%,10%,25%,26%,27%,27%,26%,24%
Net Profit,98,80,110,132,148,188,217,327
  └─ Profit from Associates,0,0,0,0,0,1,1,0
  └─ Minority share,-2,0,-2,-1,-2,-2,-2,-3
  └─ Exceptional items AT,-8,0,0,0,0,0,-0,-12
  └─ Profit excl Excep,106,80,110,132,148,187,217,339
  └─ Profit for PE,104,80,108,130,146,185,215,336
  └─ Profit for EPS,96,80,108,130,146,186,215,324
  └─ Profit Growth %,,-23%,34%,21%,12%,27%,16%,56%
EPS in Rs,20.50,17.11,23.01,25.01,27.62,34.65,34.75,51.99
Dividend Payout %,0%,0%,0%,0%,9%,9%,9%,8%
