Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,225,236,295,458,617,823,1133,1317
  └─ Sales Growth %,,4.95%,24.86%,55.42%,34.71%,33.38%,37.67%,16.24%
Expenses,185,188,225,335,436,612,841,1007
  └─ Manufacturing Cost %,56%,52%,53%,54%,54%,53%,57%,0%
  └─ Employee Cost %,19%,21%,19%,15%,14%,11%,10%,10%
  └─ Other Cost %,7%,7%,5%,4%,3%,10%,8%,66%
Operating Profit,40,48,70,123,181,211,292,310
OPM %,18%,20%,24%,27%,29%,26%,26%,24%
Other Income,-1,0,0,0,2,1,0,23
  └─ Exceptional items,-1.07,-0.03,0.05,0.02,-0.04,-0.09,0.10,0.00
  └─ Other income normal,0.07,0.10,0.03,0.36,1.67,1.50,0.06,23.27
Interest,3,3,2,3,2,2,2,5
Depreciation,8,8,8,13,24,25,28,31
Profit before tax,29,37,61,107,157,186,262,298
Tax %,27%,26%,25%,25%,26%,25%,25%,25%
Net Profit,21,28,45,80,117,139,196,222
  └─ Exceptional items AT,-1,-0,0,0,-0,-0,0,-0
  └─ Profit excl Excep,22,28,45,80,117,139,196,222
  └─ Profit for PE,22,28,45,80,117,139,196,222
  └─ Profit for EPS,21,28,45,80,117,139,196,222
  └─ Profit Growth %,,28%,62%,77%,45%,19%,41%,14%
EPS in Rs,203.37,269.45,438.27,19.40,28.18,33.51,47.25,53.63
Dividend Payout %,22%,1%,1%,5%,5%,6%,5%,7%
