Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,9006,6106,5093,6174,7754,10300,9866,16456,16759,15690,16487,23614
  └─ Sales Growth %,,-32.21%,-16.59%,21.24%,25.59%,32.83%,-4.21%,66.79%,1.84%,-6.38%,5.08%,43.23%
Expenses,7894,5367,4331,5261,6758,8652,7761,14354,14338,13787,14579,20562
  └─ Material Cost %,83%,80%,75%,76%,78%,77%,71%,-0%,-0%,0%,-0%,79%
    └─ Raw material cost,7478,4914,3838,4679,6084,7882,6998,0,0,0,0,19186
    └─ Change in inventory,0,0,-0,-1,-1,0,-1,-7,-3,0,-4,-576
  └─ Manufacturing Cost %,2%,4%,5%,6%,5%,4%,4%,85%,83%,85%,85%,0%
  └─ Employee Cost %,1%,2%,3%,2%,2%,2%,2%,1%,1%,1%,1%,1%
  └─ Other Cost %,1%,1%,2%,2%,2%,2%,2%,1%,1%,2%,2%,7%
Operating Profit,1112,739,762,913,997,1649,2105,2103,2422,1904,1908,3052
OPM %,12%,12%,15%,15%,13%,16%,21%,13%,14%,12%,12%,13%
Other Income,101,12,18,29,95,82,70,79,101,161,204,539
  └─ Exceptional items,-4,-35,-10,-8,-18,-2,-3,-13,-3,53,-9,-150
  └─ Other income normal,105,47,28,37,113,84,74,92,104,109,213,689
Interest,334,250,218,206,208,205,134,82,67,54,52,251
Depreciation,238,245,257,272,288,318,344,385,428,474,511,899
Profit before tax,641,256,305,464,596,1208,1698,1715,2028,1537,1549,2441
Tax %,31%,26%,28%,37%,30%,1%,25%,25%,25%,26%,26%,31%
Net Profit,447,190,221,292,418,1199,1270,1287,1528,1144,1148,1678
  └─ Profit from Associates,3,0,0,0,0,0,0,0,0,0,0,0
  └─ Exceptional items AT,-3,-26,-7,-5,-12,-1,-3,-10,-2,39,-7,-103
  └─ Profit excl Excep,449,216,227,297,430,1200,1273,1297,1531,1104,1155,1780
  └─ Profit for PE,449,216,227,297,430,1200,1273,1297,1531,1104,1155,1780
  └─ Profit for EPS,447,190,221,292,418,1199,1270,1287,1528,1144,1148,1678
  └─ Profit Growth %,,-52%,5%,31%,45%,179%,6%,2%,18%,-28%,5%,54%
EPS in Rs,0.99,2.76,3.20,4.25,6.08,17.41,18.45,18.70,22.20,16.61,16.68,24.37
Dividend Payout %,15%,18%,19%,19%,16%,7%,11%,11%,30%,34%,35%,17%
