Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2024,Mar 2025,Mar 2026
Sales,100,233,268,987,1182,1105
  └─ Sales Growth %,,133.00%,14.94%,,19.73%,-6.49%
Expenses,92,209,236,890,1085,1038
  └─ Material Cost %,72%,68%,66%,72%,70%,70%
    └─ Raw material cost,69,157,178,712,842,792
    └─ Change in inventory,4,3,-0,1,-14,-16
  └─ Manufacturing Cost %,5%,6%,6%,6%,7%,0%
  └─ Employee Cost %,3%,3%,3%,6%,8%,9%
  └─ Other Cost %,12%,13%,13%,6%,7%,15%
Operating Profit,8,24,32,97,97,66
OPM %,8%,10%,12%,10%,8%,6%
Other Income,9,0,0,4,5,10
  └─ Exceptional items,9.17,0.02,0.01,0.51,1.65,0.00
  └─ Other income normal,0.32,0.05,0.07,3.39,3.37,10.42
Interest,3,5,4,6,12,10
Depreciation,2,4,5,30,45,57
Profit before tax,13,15,24,65,45,10
Tax %,9%,35%,35%,34%,25%,51%
Net Profit,12,10,16,43,34,5
  └─ Minority share,-6,-5,-8,-0,-1,3
  └─ Exceptional items AT,8,0,0,0,1,0
  └─ Profit excl Excep,4,10,16,42,33,5
  └─ Profit for PE,2,5,8,42,32,7
  └─ Profit for EPS,6,5,8,43,33,7
  └─ Profit Growth %,,152%,58%,,-26%,-76%
EPS in Rs,3.87,3.34,5.27,10.84,7.41,1.70
Dividend Payout %,0%,0%,0%,9%,9%,41%
