Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,1816,832,1787,1822,1677,1717,2071,3078
  └─ Sales Growth %,,-54.20%,114.79%,1.97%,-7.94%,2.37%,20.62%,48.62%
Expenses,1310,1074,1375,1310,1185,1170,1333,1616
  └─ Material Cost %,11.47%,-5.39%,19.18%,10.73%,0.44%,-3.79%,1.09%,0.30%
    └─ Raw material cost,65,6,4,136,15,49,114,75
    └─ Change in inventory,143,-51,339,59,-8,-114,-92,-66
  └─ Manufacturing Cost %,33.32%,63.79%,22.03%,25.09%,37.29%,39.84%,31.88%,4.82%
  └─ Employee Cost %,17.43%,31.23%,15.52%,20.42%,18.17%,15.50%,15.12%,11.68%
  └─ Other Cost %,9.92%,39.46%,20.24%,15.67%,14.77%,16.57%,16.25%,35.70%
Operating Profit,506,-242,411,512,492,547,738,1462
OPM %,28%,-29%,23%,28%,29%,32%,36%,48%
Other Income,37,57,35,50,96,55,77,-24
  └─ Exceptional items,0,-0,-0,1,2,0,7,-96
  └─ Other income normal,36,57,35,49,94,55,70,72
Interest,60,62,64,30,17,17,8,5
Depreciation,253,291,295,150,175,175,176,200
Profit before tax,230,-538,87,382,396,411,632,1233
Tax %,37%,6%,-26%,2%,25%,28%,26%,25%
Net Profit,145,-569,110,374,295,295,465,919
  └─ Profit from Associates,0,-0,0,-0,0,-0,-2,-2
  └─ Minority share,0,0,0,0,0,0,0,0
  └─ Exceptional items AT,0,-0,0,1,1,0,5,-69
  └─ Profit excl Excep,145,-569,110,373,294,295,460,988
  └─ Profit for PE,145,-569,110,373,294,295,460,988
  └─ Profit for EPS,145,-569,110,374,295,295,465,919
  └─ Profit Growth %,,-493%,119%,238%,-21%,0%,56%,115%
EPS in Rs,1.57,-6.16,1.19,3.87,3.06,3.05,4.81,9.50
Dividend Payout %,33%,0%,29%,30%,30%,30%,30%,30%
