Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,3902,3172,2894,3466,4875,5616,5541,6381
  └─ Sales Growth %,,-18.72%,-8.77%,19.78%,40.66%,15.19%,-1.32%,15.16%
Expenses,3770,3064,2742,3303,4653,5357,5383,6198
  └─ Material Cost %,87%,85%,84%,84%,85%,85%,86%,87%
    └─ Raw material cost,3518,2611,2457,2967,4175,4916,4777,5548
    └─ Change in inventory,-141,70,-24,-50,-33,-158,-17,-8
  └─ Manufacturing Cost %,1%,2%,2%,2%,2%,2%,2%,0%
  └─ Employee Cost %,6%,8%,7%,7%,6%,7%,7%,6%
  └─ Other Cost %,3%,3%,2%,2%,2%,2%,2%,4%
Operating Profit,132,108,152,163,222,259,159,183
OPM %,3%,3%,5%,5%,5%,5%,3%,3%
Other Income,14,35,26,18,17,33,20,34
  └─ Exceptional items,0.25,26.30,4.88,0.90,2.50,6.05,4.05,13.94
  └─ Other income normal,13.85,8.66,20.85,17.42,14.01,26.71,16.31,19.99
Interest,66,74,58,64,74,102,89,103
Depreciation,48,61,72,69,79,92,99,127
Profit before tax,32,8,47,49,85,98,-9,-13
Tax %,32%,-56%,31%,31%,24%,22%,17%,-6%
Net Profit,21,12,32,34,64,76,-10,-12
  └─ Exceptional items AT,0,23,3,1,2,5,4,-9
  └─ Profit excl Excep,21,-10,29,33,62,72,-15,-4
  └─ Profit for PE,21,-10,29,33,62,72,-15,-4
  └─ Profit for EPS,21,12,32,34,64,76,-10,-12
  └─ Profit Growth %,,-149%,377%,14%,88%,15%,-120%,73%
EPS in Rs,17.04,9.96,25.88,26.84,51.07,10.69,-1.47,-1.75
Dividend Payout %,0%,0%,0%,0%,0%,5%,0%,0%
