Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,1214,1236,2123,1916,1984,1882,2066,2295
  └─ Sales Growth %,,1.77%,71.79%,-9.75%,3.58%,-5.17%,9.81%,11.07%
Expenses,1143,1190,2040,1833,1894,1761,1949,2167
  └─ Material Cost %,75%,76%,86%,82%,76%,70%,70%,73%
    └─ Raw material cost,945,925,1821,1578,1574,1303,1430,1693
    └─ Change in inventory,-34,12,-6,-6,-68,19,26,-18
  └─ Manufacturing Cost %,6%,6%,3%,4%,5%,6%,6%,0%
  └─ Employee Cost %,7%,9%,4%,6%,8%,10%,10%,9%
  └─ Other Cost %,6%,5%,3%,4%,6%,8%,8%,13%
Operating Profit,71,45,83,83,90,120,117,128
OPM %,6%,4%,4%,4%,5%,6%,6%,6%
Other Income,3,5,5,5,60,24,19,39
  └─ Exceptional items,-1.46,-0.33,-0.56,0.38,47.51,-7.00,-8.80,8.94
  └─ Other income normal,4.07,5.42,5.33,5.07,12.75,31.14,27.90,30.46
Interest,4,12,16,12,27,28,31,39
Depreciation,20,32,39,36,53,56,59,65
Profit before tax,49,7,33,41,70,61,46,63
Tax %,23%,44%,38%,27%,27%,38%,15%,27%
Net Profit,37,4,20,30,52,38,39,46
  └─ Minority share,-1.33,0.38,0.19,-2.82,4.51,0.46,-2.87,-5.95
  └─ Exceptional items AT,-1.12,-0.18,-0.35,0.26,30.12,-4.44,-5.43,5.55
  └─ Profit excl Excep,38.42,3.92,20.79,29.35,21.51,42.47,44.69,40.60
  └─ Profit for PE,37.05,4.30,20.98,26.55,26.02,42.93,41.42,35.37
  └─ Profit for EPS,35.97,4.12,20.63,26.79,56.14,38.49,36.39,40.20
  └─ Profit Growth %,,-88.39%,387.91%,26.57%,-2.01%,64.99%,-3.51%,-14.62%
EPS in Rs,3.60,0.41,2.06,2.68,5.61,3.85,3.64,4.02
Dividend Payout %,28%,-0%,-0%,37%,36%,52%,27%,-0%
