Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,34,43,50,59,64,92,130
  └─ Sales Growth %,,23.84%,18.47%,17.08%,8.70%,43.48%,40.92%
Expenses,32,39,45,53,58,80,112
  └─ Material Cost %,53%,56%,62%,68%,58%,51%,57%
    └─ Raw material cost,19,23,34,40,38,50,74
    └─ Change in inventory,-1,1,-2,0,-0,-3,0
  └─ Manufacturing Cost %,27%,26%,18%,12%,7%,5%,0%
  └─ Employee Cost %,8%,7%,7%,7%,8%,9%,8%
  └─ Other Cost %,3%,2%,2%,3%,17%,22%,22%
Operating Profit,3,4,5,6,6,12,17
OPM %,8%,8%,10%,10%,10%,13%,13%
Other Income,1,1,0,1,1,1,3
  └─ Other income normal,0.93,1.07,0.48,0.69,0.91,1.36,3.20
Interest,0,0,1,1,1,1,2
Depreciation,1,1,1,1,1,1,3
Profit before tax,2,3,4,4,5,11,16
Tax %,24%,27%,27%,28%,24%,25%,24%
Net Profit,2,2,3,3,4,8,13
  └─ Profit from Associates,0.00,0.00,0.00,0.09,0.13,0.19,0.25
  └─ Minority share,0.00,0.00,0.00,0.00,-0.01,-0.35,-0.90
  └─ Profit excl Excep,1.75,2.32,2.75,2.92,3.86,8.40,12.52
  └─ Profit for PE,1.75,2.32,2.75,2.92,3.85,8.05,11.62
  └─ Profit for EPS,1.75,2.32,2.75,2.92,3.85,8.05,11.62
  └─ Profit Growth %,,32.57%,18.53%,6.18%,31.85%,109.09%,44.35%
EPS in Rs,0.86,1.14,1.35,1.43,1.89,3.47,5.00
Dividend Payout %,0%,9%,7%,7%,0%,0%,0%
