Metric,Mar 2024,Mar 2025,Mar 2026
Sales,217,260,485
  └─ Sales Growth %,,20%,87%
Expenses,185,225,422
  └─ Material Cost %,52%,54%,62%
    └─ Raw material cost,110,150,311
    └─ Change in inventory,4,-10,-8
  └─ Manufacturing Cost %,3%,3%,0%
  └─ Employee Cost %,21%,22%,17%
  └─ Other Cost %,9%,7%,8%
Operating Profit,32,35,63
OPM %,15%,14%,13%
Other Income,3,3,4
  └─ Exceptional items,0.00,0.00,-1.02
  └─ Other income normal,2.95,2.69,5.08
Interest,12,16,24
Depreciation,9,10,14
Profit before tax,14,11,29
Tax %,21%,30%,23%
Net Profit,11,8,22
  └─ Exceptional items AT,0,0,-1
  └─ Profit excl Excep,11,8,23
  └─ Profit for PE,11,8,23
  └─ Profit for EPS,11,8,22
  └─ Profit Growth %,,-29%,187%
EPS in Rs,2242.00,2.10,5.81
Dividend Payout %,-0%,10%,5%
