Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,58,66,88,96,74,85,94,78,97,112,107
  └─ Sales Growth %,,13.02%,33.33%,8.81%,-22.73%,14.46%,10.75%,-16.43%,24.48%,15.20%,-4.49%
Expenses,55,61,67,86,66,77,72,68,75,85,81
  └─ Manufacturing Cost %,2.90%,1.49%,31.40%,36.38%,31.98%,31.03%,30.98%,31.94%,28.75%,27.57%,0.00%
  └─ Employee Cost %,46.37%,40.39%,34.10%,40.83%,42.13%,36.52%,34.70%,41.60%,36.66%,35.50%,37.97%
  └─ Other Cost %,44.55%,50.23%,10.44%,13.17%,15.75%,23.03%,10.76%,13.92%,11.85%,12.35%,37.31%
Operating Profit,4,5,21,9,7,8,22,10,22,28,26
OPM %,6%,8%,24%,10%,10%,9%,24%,13%,23%,25%,25%
Other Income,0,0,0,0,1,0,1,1,1,4,1
  └─ Exceptional items,0.00,-0.02,-0.01,0.00,0.00,-0.17,-0.02,0.01,-0.29,3.31,0.00
  └─ Other income normal,0.07,0.19,0.12,0.36,0.55,0.65,0.73,0.92,1.05,0.94,0.86
Interest,3,4,7,8,5,1,2,3,5,8,8
Depreciation,1,1,1,1,1,2,2,3,4,6,5
Profit before tax,-1,0,14,1,2,6,18,5,13,18,14
Tax %,24%,-1080%,39%,-95%,27%,29%,26%,29%,29%,27%,25%
Net Profit,-1,1,8,2,2,4,13,4,10,13,10
  └─ Exceptional items AT,0.00,-0.02,-0.01,0.00,0.00,-0.13,-0.01,0.01,-0.20,2.34,0.00
  └─ Profit excl Excep,-1.43,0.62,8.23,2.12,1.63,4.10,13.48,3.72,9.70,10.87,10.29
  └─ Profit for PE,-1.43,0.62,8.23,2.12,1.63,4.10,13.48,3.72,9.70,10.87,10.29
  └─ Profit for EPS,-1.43,0.60,8.22,2.12,1.63,3.97,13.47,3.73,9.50,13.21,10.29
  └─ Profit Growth %,,143.36%,1227.42%,-74.24%,-23.11%,151.53%,228.78%,-72.40%,160.75%,12.06%,-5.34%
EPS in Rs,,0.08,1.12,0.29,0.22,0.54,1.80,0.48,1.17,1.61,1.25
Dividend Payout %,0%,0%,9%,0%,0%,37%,17%,21%,13%,19%,16%
