Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,2360,2445,2815,3078,2877,2768,3768,4481,5014,5319,6321
  └─ Sales Growth %,,3.58%,15.15%,9.33%,-6.51%,-3.79%,36.13%,18.92%,11.90%,6.07%,18.84%
Expenses,2002,2049,2374,2604,2494,2398,3339,3972,4426,4776,5702
  └─ Material Cost %,73%,71%,72%,74%,72%,74%,79%,79%,79%,81%,81%
    └─ Raw material cost,1734,1845,2066,2338,2083,2206,2887,3538,3893,4433,5390
    └─ Change in inventory,-13,-118,-32,-73,0,-155,79,7,55,-141,-240
  └─ Manufacturing Cost %,3%,3%,3%,3%,3%,3%,2%,2%,2%,2%,0%
  └─ Employee Cost %,5%,5%,5%,5%,5%,5%,4%,4%,4%,4%,3%
  └─ Other Cost %,5%,5%,4%,4%,6%,5%,4%,3%,4%,3%,6%
Operating Profit,358,396,441,474,384,370,429,509,588,543,620
OPM %,15%,16%,16%,15%,13%,13%,11%,11%,12%,10%,10%
Other Income,125,160,153,178,169,300,398,188,321,428,370
  └─ Exceptional items,28,0,-0,-4,-0,-0,-0,-0,0,-1,0
  └─ Other income normal,97,160,154,182,169,300,398,188,321,429,370
Interest,9,4,1,1,2,1,2,1,2,2,2
Depreciation,58,48,44,41,39,39,39,46,44,47,59
Profit before tax,416,504,549,610,512,631,787,649,864,922,929
Tax %,21%,21%,40%,33%,24%,27%,24%,22%,25%,24%,23%
Net Profit,329,400,330,407,391,461,599,504,652,701,714
  └─ Exceptional items AT,21,0,-0,-3,-0,-0,-0,-0,0,-1,0
  └─ Profit excl Excep,308,400,330,410,391,461,600,504,652,702,714
  └─ Profit for PE,308,400,330,410,391,461,600,504,652,702,714
  └─ Profit for EPS,329,400,330,407,391,461,599,504,652,701,714
  └─ Profit Growth %,,30%,-17%,24%,-5%,18%,30%,-16%,29%,8%,2%
EPS in Rs,21.49,26.17,21.58,26.64,25.57,30.17,39.18,32.97,42.61,45.82,46.67
Dividend Payout %,14%,11%,19%,17%,22%,18%,15%,21%,19%,17%,19%
