Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,2237,1931,1499,1994,2592,2079,1527,1875,2829,1944,3086,2956
  └─ Sales Growth %,42.14%,-13.71%,-22.35%,33.00%,30.01%,-19.78%,-26.56%,22.78%,50.88%,-31.28%,58.77%,-4.22%
Expenses,2174,1891,1445,1883,2492,1966,1456,1699,2474,1690,2802,2656
  └─ Material Cost %,61%,59%,53%,53%,62%,57%,53%,63%,72%,67%,75%,73%
    └─ Raw material cost,1366,1152,842,1049,1558,1168,838,1244,2004,1296,2321,2156
    └─ Change in inventory,9,-17,-52,15,40,17,-22,-58,27,14,-17,-8
  └─ Manufacturing Cost %,25%,23%,29%,36%,31%,33%,36%,22%,12%,14%,11%,3%
  └─ Employee Cost %,2%,2%,4%,3%,2%,3%,4%,4%,3%,4%,3%,3%
  └─ Other Cost %,8%,13%,11%,2%,1%,2%,2%,2%,1%,2%,2%,11%
Operating Profit,63,40,54,111,100,113,71,176,354,254,284,300
OPM %,3%,2%,4%,6%,4%,5%,5%,9%,13%,13%,9%,10%
Other Income,11,38,50,20,34,24,58,56,41,-8,44,94
  └─ Exceptional items,0,19,29,2,0,0,-0,-1,-1,-53,-3,0
  └─ Other income normal,11,19,22,17,34,24,59,57,42,45,46,94
Interest,32,15,11,41,36,34,14,14,31,38,55,28
Depreciation,34,32,31,40,32,32,38,44,44,38,38,44
Profit before tax,8,31,63,50,66,70,77,174,321,170,235,321
Tax %,-37%,0%,9%,9%,4%,4%,4%,6%,6%,34%,34%,34%
Net Profit,10,31,57,45,63,67,74,163,301,113,156,211
  └─ Profit from Associates,-1,0,0,0,0,0,0,0,0,0,0,0
  └─ Exceptional items AT,0,19,26,2,0,0,-0,-1,-0,-35,-2,0
  └─ Profit excl Excep,10,12,31,43,63,67,75,164,301,148,158,211
  └─ Profit for PE,10,12,31,43,63,67,75,164,301,148,158,211
  └─ Profit for EPS,10,31,57,45,63,67,74,163,301,113,156,211
  └─ Profit Growth %,122%,16%,158%,39%,46%,7%,11%,120%,84%,-51%,6%,34%
EPS in Rs,0.51,1.52,2.81,2.23,3.09,3.31,3.64,8.02,14.77,5.55,7.64,10.38
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,6%,10%,27%,26%,19%
