Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,1777,1692,1488,1295,1319,1405,2023
  └─ Sales Growth %,,-4.81%,-12.05%,-12.97%,1.88%,6.51%,44.00%
Expenses,129,139,247,122,225,168,242
  └─ Manufacturing Cost %,1.09%,4.48%,10.50%,4.38%,4.70%,3.63%,0.00%
  └─ Employee Cost %,0.34%,1.78%,2.57%,2.68%,4.47%,4.62%,3.06%
  └─ Other Cost %,5.80%,1.95%,3.56%,2.38%,7.92%,3.70%,8.90%
Operating Profit,1649,1553,1240,1173,1094,1237,1781
OPM %,93%,92%,83%,91%,83%,88%,88%
Other Income,82,218,404,106,891,147,486
  └─ Exceptional items,0,113,330,39,744,-23,3
  └─ Other income normal,82,105,75,66,147,170,484
Interest,1237,1151,996,809,767,759,1123
Depreciation,704,622,546,485,308,287,468
Profit before tax,-211,-1,102,-15,909,338,677
Tax %,-141%,-1470%,39%,-79%,23%,26%,26%
Net Profit,86,15,62,-3,698,251,498
  └─ Minority share,0,0,0,0,0,1,1
  └─ Exceptional items AT,0,98,276,34,571,-17,2
  └─ Profit excl Excep,86,-83,-214,-37,127,268,496
  └─ Profit for PE,86,-83,-214,-37,127,269,497
  └─ Profit for EPS,86,15,62,-3,698,252,499
  └─ Profit Growth %,,-197%,-157%,83%,445%,112%,85%
EPS in Rs,8.20,1.46,5.94,-0.30,66.81,4.17,8.23
Dividend Payout %,0%,0%,0%,0%,0%,5%,2%
