Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,111,264,473,530,849,1042
  └─ Sales Growth %,,137.23%,79.47%,12.07%,60.27%,22.68%
Expenses,84,175,366,385,637,756
  └─ Manufacturing Cost %,69%,58%,65%,65%,71%,0%
  └─ Employee Cost %,2%,1%,1%,1%,2%,3%
  └─ Other Cost %,4%,8%,11%,6%,2%,70%
Operating Profit,27,89,107,145,213,286
OPM %,25%,34%,23%,27%,25%,27%
Other Income,1,3,45,53,35,29
  └─ Exceptional items,0.20,1.91,1.54,-75.99,0.77,0.00
  └─ Other income normal,0.85,1.32,43.33,128.57,34.52,28.96
Interest,0,0,0,0,0,0
Depreciation,0,1,2,13,46,27
Profit before tax,28,91,150,184,202,287
Tax %,26%,25%,25%,37%,24%,24%
Net Profit,21,68,112,116,153,219
  └─ Minority share,0,0,0,0,0,-0
  └─ Exceptional items AT,0,1,1,-48,0,0
  └─ Profit excl Excep,21,66,111,164,152,219
  └─ Profit for PE,21,66,111,164,152,219
  └─ Profit for EPS,21,68,112,116,153,219
  └─ Profit Growth %,,219%,67%,47%,-7%,44%
EPS in Rs,10366.34,67.77,112.15,6.62,8.74,12.52
Dividend Payout %,0%,0%,0%,0%,0%,64%
