Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,572,827,731,608,709
  └─ Sales Growth %,,44.59%,-11.61%,-16.88%,16.75%
Expenses,431,638,538,408,496
  └─ Material Cost %,0%,0%,0%,0%,1%
    └─ Raw material cost,0.00,0.00,0.00,0.00,6.57
  └─ Manufacturing Cost %,69%,73%,68%,61%,0%
  └─ Employee Cost %,1%,1%,1%,1%,1%
  └─ Other Cost %,6%,3%,4%,4%,68%
Operating Profit,141,189,193,199,213
OPM %,25%,23%,26%,33%,30%
Other Income,1,4,5,25,30
  └─ Exceptional items,0.12,3.46,0.04,21.82,0.00
  └─ Other income normal,0.63,0.25,5.11,2.83,29.73
Interest,15,16,11,14,19
Depreciation,12,17,20,22,26
Profit before tax,114,159,167,189,197
Tax %,27%,25%,25%,25%,23%
Net Profit,83,119,125,141,153
  └─ Exceptional items AT,0,3,0,16,0
  └─ Profit excl Excep,83,116,124,125,153
  └─ Profit for PE,83,116,124,125,153
  └─ Profit for EPS,83,119,125,141,153
  └─ Profit Growth %,,39%,7%,0%,22%
EPS in Rs,,,,9.63,9.37
Dividend Payout %,0%,0%,0%,0%,107%
