Metric,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2016,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,93.62,81.55,89.13,75.51,93.97,105.33,40.28,38.25,52.22,66.43,78.36,78.12
  └─ Sales Growth %,-52.64%,-12.89%,9.29%,-15.28%,24.45%,12.09%,,,36.52%,27.21%,17.96%,-0.31%
Expenses,116.30,128.38,96.87,85.30,99.23,127.42,41.14,38.12,46.31,52.11,65.84,82.94
  └─ Material Cost %,64%,70%,67%,73%,66%,77%,75%,70%,59%,46%,48%,60%
    └─ Raw material cost,53.13,55.56,58.75,55.60,61.69,92.72,32.58,26.75,30.61,30.21,38.15,48.82
    └─ Change in inventory,6.61,1.37,0.72,-0.49,0.40,-11.39,-2.42,-0.10,0.06,0.11,-0.37,-1.78
  └─ Manufacturing Cost %,4%,3%,9%,2%,10%,3%,2%,1%,3%,5%,5%,0%
  └─ Employee Cost %,35%,18%,18%,24%,15%,21%,12%,19%,15%,13%,13%,15%
  └─ Other Cost %,21%,66%,15%,14%,14%,20%,14%,9%,12%,15%,18%,30%
Operating Profit,-22.68,-46.83,-7.74,-9.79,-5.26,-22.09,-0.86,0.13,5.91,14.32,12.52,-4.82
OPM %,-24.23%,-57.42%,-8.68%,-12.97%,-5.60%,-20.97%,-2.14%,0.34%,11.32%,21.56%,15.98%,-6.17%
Other Income,1.70,66.70,116.42,71.68,39.15,16.71,16.46,10.93,9.83,5.34,-7.68,1.77
  └─ Exceptional items,-33.94,29.72,114.97,72.23,37.73,5.25,13.65,-0.01,0.05,0.11,-17.78,0.00
  └─ Other income normal,35.64,36.98,1.45,-0.55,1.42,11.46,2.81,10.94,9.78,5.23,10.10,1.77
Interest,25.00,13.34,10.68,4.68,11.38,8.50,0.88,1.74,1.54,0.80,2.38,1.44
Depreciation,15.81,10.85,21.40,8.17,1.71,3.56,0.49,1.67,1.69,1.99,2.29,2.42
Profit before tax,-61.79,-4.32,76.60,49.04,20.80,-17.44,14.23,7.65,12.51,16.87,0.17,-6.91
Tax %,-106.39%,-21.99%,0.99%,-18.25%,191.92%,754.64%,159.38%,-69.28%,59.55%,20.51%,47.06%,23.73%
Net Profit,3.95,-3.37,75.84,57.99,-19.11,-149.06,-13.93,12.95,5.06,13.41,0.10,-8.55
  └─ Profit from Associates,0,0,0,0,0,0,-5,0,0,0,0,0
  └─ Minority share,0,1,3,0,13,7,0,0,0,0,0,0
  └─ Exceptional items AT,-34,30,114,72,-2,5,-8,-0,0,0,92,0
  └─ Profit excl Excep,38,-33,-38,-14,-17,-154,-6,13,5,13,-91,-9
  └─ Profit for PE,38,-28,-35,-14,-5,-147,-6,13,5,14,-91,-9
  └─ Profit for EPS,4,-3,79,58,-6,-142,-14,13,5,14,0,-9
  └─ Profit Growth %,126%,-173%,-28%,61%,64%,-2809%,,,-61%,167%,-776%,91%
EPS in Rs,0.81,-0.58,16.25,12.00,-1.17,-29.01,-2.85,2.65,1.03,2.77,0.05,-1.75
Dividend Payout %,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%
