Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,214,246,322,574,581,676,876
  └─ Sales Growth %,,15.28%,30.67%,78.18%,1.22%,16.40%,29.62%
Expenses,156,163,228,420,468,555,705
  └─ Material Cost %,34%,33%,36%,47%,52%,51%,52%
    └─ Raw material cost,87,102,157,316,318,350,503
    └─ Change in inventory,-15,-22,-41,-46,-16,-8,-45
  └─ Manufacturing Cost %,10%,9%,9%,7%,9%,10%,0%
  └─ Employee Cost %,24%,22%,22%,16%,17%,18%,17%
  └─ Other Cost %,5%,4%,4%,3%,3%,3%,11%
Operating Profit,58,83,94,154,113,121,171
OPM %,27%,34%,29%,27%,19%,18%,20%
Other Income,4,1,9,19,6,5,19
  └─ Exceptional items,0.00,0.00,0.27,2.61,2.61,1.33,-3.77
  └─ Other income normal,4.37,1.31,8.48,16.69,3.20,3.82,23.09
Interest,5,7,7,15,22,22,29
Depreciation,12,13,14,19,23,32,35
Profit before tax,46,65,82,140,73,72,126
Tax %,31%,29%,26%,26%,23%,26%,25%
Net Profit,31,46,61,103,56,53,94
  └─ Exceptional items AT,0,0,0,2,2,1,-3
  └─ Profit excl Excep,31,46,61,101,54,52,97
  └─ Profit for PE,31,46,61,101,54,52,97
  └─ Profit for EPS,31,46,61,103,56,53,94
  └─ Profit Growth %,,47%,32%,67%,-47%,-4%,87%
EPS in Rs,11.70,14.98,19.79,33.62,18.24,17.19,30.57
Dividend Payout %,43%,40%,15%,0%,0%,0%,0%
