Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,141,172,166,223,229,178,213,320,299,382,464
  └─ Sales Growth %,,22.10%,-3.28%,34.23%,2.88%,-22.44%,19.60%,50.37%,-6.61%,27.72%,21.51%
Expenses,123,145,160,197,202,157,196,289,258,327,401
  └─ Material Cost %,28.08%,31.57%,34.78%,33.86%,35.19%,27.62%,29.51%,32.23%,21.66%,20.83%,27.04%
    └─ Raw material cost,47,56,50,73,76,57,65,94,80,109,119
    └─ Change in inventory,-7,-2,8,3,5,-8,-2,10,-15,-29,6
  └─ Manufacturing Cost %,42.99%,35.52%,35.93%,38.08%,36.44%,41.38%,42.76%,39.85%,43.85%,43.16%,0.00%
  └─ Employee Cost %,10.01%,9.25%,11.14%,7.66%,8.76%,11.69%,11.70%,10.31%,14.10%,13.58%,12.76%
  └─ Other Cost %,6.33%,8.04%,14.20%,8.88%,7.51%,7.72%,8.33%,7.92%,6.73%,8.10%,46.72%
Operating Profit,18,27,7,26,28,21,16,31,41,55,62
OPM %,13%,16%,4%,12%,12%,12%,8%,10%,14%,14%,13%
Other Income,2,3,5,1,2,5,6,11,21,13,13
  └─ Exceptional items,-1.06,-0.14,0.00,-1.62,-2.06,0.13,-0.11,0.51,7.83,0.47,-1.83
  └─ Other income normal,3.34,2.91,5.17,3.05,3.63,4.59,6.14,10.82,13.17,12.49,14.81
Interest,1,1,1,0,1,1,1,2,11,16,13
Depreciation,8,11,11,11,13,10,7,8,19,29,30
Profit before tax,11,17,0,16,15,14,14,33,32,23,32
Tax %,38%,37%,355%,22%,32%,30%,18%,18%,24%,18%,22%
Net Profit,7,11,-0,6,8,7,12,27,25,19,25
  └─ Profit from Associates,0.00,0.00,0.00,-6.58,-2.27,-2.53,0.00,0.00,0.00,0.00,0.00
  └─ Exceptional items AT,-0.60,-0.09,0.00,-0.91,-0.99,0.08,-0.08,0.40,6.20,0.38,-1.43
  └─ Profit excl Excep,7.26,10.82,-0.49,6.46,9.24,7.41,11.90,26.52,18.37,18.43,26.20
  └─ Profit for PE,7.26,10.82,-0.49,6.46,9.24,7.41,11.90,26.52,18.37,18.43,26.20
  └─ Profit for EPS,6.66,10.73,-0.49,5.55,8.25,7.49,11.82,26.92,24.57,18.81,24.77
  └─ Profit Growth %,,49.04%,-104.53%,1418.37%,43.03%,-19.81%,60.59%,122.86%,-30.73%,0.33%,42.16%
EPS in Rs,1.24,2.00,-0.09,1.03,1.53,1.39,2.20,5.01,4.57,3.50,4.61
Dividend Payout %,40%,28%,-329%,58%,39%,43%,27%,12%,15%,20%,15%
