Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,7.67,2.56,1.25,4.25
  └─ Sales Growth %,,-67%,-51%,240%
Expenses,6.08,2.82,0.79,1.08
  └─ Material Cost %,58.28%,35.55%,12.00%,0.00%
    └─ Raw material cost,3.13,0.51,0.00,0.00
    └─ Change in inventory,1.34,0.40,0.15,0.00
  └─ Manufacturing Cost %,0.00%,0.39%,0.00%,0.00%
  └─ Employee Cost %,3.13%,10.16%,13.60%,4.47%
  └─ Other Cost %,17.86%,64.06%,37.60%,20.94%
Operating Profit,1.59,-0.26,0.46,3.17
OPM %,20.73%,-10.16%,36.80%,74.59%
Other Income,0.25,1.09,0.76,-1.53
  └─ Exceptional items,0.00,0.02,0.00,-5.77
  └─ Other income normal,0.25,1.07,0.76,4.24
Interest,0.10,0.26,0.09,0.03
Depreciation,0.01,0.01,0.01,0.01
Profit before tax,1.73,0.56,1.12,1.60
Tax %,27.75%,25.00%,21.43%,28.75%
Net Profit,1.26,0.42,0.88,1.13
  └─ Exceptional items AT,0,0,0,-5
  └─ Profit excl Excep,1,0,1,6
  └─ Profit for PE,1,0,1,6
  └─ Profit for EPS,1,0,1,1
  └─ Profit Growth %,,-67%,115%,632%
EPS in Rs,0.13,0.04,0.09,0.08
Dividend Payout %,0.00%,0.00%,0.00%,127.61%
