Metric,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020
Sales,454,449,464,572,645,718,636,661,698,138,154,146
  └─ Sales Growth %,-11.75%,-1.09%,3.31%,23.23%,12.74%,11.43%,-11.41%,3.84%,5.61%,-80.25%,11.97%,-5.61%
Expenses,296,325,332,508,530,573,545,508,523,150,238,183
  └─ Material Cost %,6%,7%,7%,8%,8%,9%,9%,9%,0%,0%,0%,0%
    └─ Raw material cost,28.84,30.58,30.58,42.99,51.02,61.87,59.93,61.46,0.00,0.00,0.00,0.00
  └─ Manufacturing Cost %,19%,20%,18%,21%,19%,20%,19%,17%,27%,29%,29%,27%
  └─ Employee Cost %,21%,22%,24%,32%,30%,29%,30%,29%,28%,42%,39%,43%
  └─ Other Cost %,18%,23%,23%,28%,25%,22%,27%,21%,21%,37%,86%,56%
Operating Profit,158,124,132,63,114,145,92,153,175,-12,-83,-37
OPM %,35%,28%,28%,11%,18%,20%,14%,23%,25%,-9%,-54%,-25%
Other Income,127,30,42,383,8,50,-138,-13,41,2,-25,244
  └─ Exceptional items,-1,0,-2,-42,3,28,-181,-214,0,-33,-29,23
  └─ Other income normal,128,29,43,425,5,22,43,201,41,35,4,220
Interest,27,24,54,321,405,502,198,88,90,0,0,1
Depreciation,65,68,63,102,139,181,227,240,141,13,10,12
Profit before tax,193,61,56,23,-421,-487,-470,-187,-15,-23,-119,194
Tax %,25%,32%,33%,20%,3%,-9%,-12%,-4%,0%,0%,0%,0%
Net Profit,145,41,38,19,-433,-442,-416,-180,-15,-23,-119,194
  └─ Exceptional items AT,-1,0,-1,-42,3,28,-181,-214,0,-33,-29,23
  └─ Profit excl Excep,146,41,39,60,-437,-470,-235,33,-16,10,-90,170
  └─ Profit for PE,146,41,39,60,-437,-470,-235,33,-16,10,-90,170
  └─ Profit for EPS,145,41,38,19,-433,-442,-416,-180,-15,-23,-119,194
  └─ Profit Growth %,-2%,-72%,-5%,56%,-822%,-8%,50%,114%,-148%,162%,-1007%,290%
EPS in Rs,3.84,1.09,0.98,0.48,-10.35,-9.78,-8.91,-3.86,-0.33,-0.37,-1.89,3.07
Dividend Payout %,10%,18%,15%,0%,0%,0%,0%,0%,0%,0%,0%,0%
