Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,1709,1935,2616,3393,3488,4115,4101,5036,5087,5369,5612,6066
  └─ Sales Growth %,56.29%,13.27%,35.16%,29.71%,2.80%,17.99%,-0.36%,22.81%,1.01%,5.54%,4.53%,8.08%
Expenses,1526,1704,2284,2708,3078,3659,3639,4722,4692,4909,4978,5318
  └─ Material Cost %,80%,79%,79%,71%,78%,79%,78%,84%,81%,80%,76%,71%
    └─ Raw material cost,1383,1543,2101,2485,2740,3299,3264,4248,4118,4345,4432,4363
    └─ Change in inventory,-15,-14,-29,-76,-3,-35,-59,-10,0,-29,-168,-28
  └─ Manufacturing Cost %,4%,3%,3%,4%,5%,5%,5%,5%,6%,5%,6%,0%
  └─ Employee Cost %,3%,3%,3%,3%,3%,3%,3%,3%,3%,4%,4%,5%
  └─ Other Cost %,3%,3%,2%,2%,2%,2%,3%,2%,2%,2%,2%,11%
Operating Profit,182,231,332,684,410,456,461,314,395,460,634,748
OPM %,11%,12%,13%,20%,12%,11%,11%,6%,8%,9%,11%,12%
Other Income,9,20,23,49,59,71,93,54,79,136,166,199
  └─ Exceptional items,1,6,1,6,22,9,54,11,16,31,34,-12
  └─ Other income normal,8,14,22,43,37,61,38,43,63,106,132,211
Interest,3,3,5,5,5,4,3,4,4,3,4,3
Depreciation,9,10,14,24,36,38,41,41,43,56,59,63
Profit before tax,180,238,337,704,428,485,510,324,427,537,738,881
Tax %,35%,33%,33%,34%,28%,20%,22%,24%,27%,27%,24%,25%
Net Profit,116,158,226,466,307,386,397,245,312,394,557,657
  └─ Profit from Associates,-1,-1,0,0,0,0,0,0,0,0,0,0
  └─ Minority share,0,0,-11,-20,-33,-40,-37,-24,-34,-37,-28,-51
  └─ Exceptional items AT,1,4,1,4,15,7,41,8,12,23,26,-8
  └─ Profit excl Excep,115,153,225,463,291,379,356,237,301,371,531,665
  └─ Profit for PE,115,153,215,443,260,340,323,214,268,337,505,614
  └─ Profit for EPS,116,158,216,446,274,346,360,222,279,357,529,606
  └─ Profit Growth %,64%,33%,40%,106%,-41%,31%,-5%,-34%,25%,26%,50%,22%
EPS in Rs,8.52,11.56,15.83,32.78,20.08,25.43,26.43,16.26,20.45,26.21,38.81,44.48
Dividend Payout %,22%,20%,19%,12%,20%,20%,24%,38%,31%,26%,23%,22%
