Metric,Mar 2016,Mar 2017,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,39,61,455,487,620,717,773
  └─ Sales Growth %,,55.90%,,6.95%,27.20%,15.74%,7.75%
Expenses,30,42,324,365,475,527,561
  └─ Material Cost %,29.08%,23.83%,0.00%,0.00%,0.00%,0.00%,23.17%
    └─ Raw material cost,11,15,0,0,0,0,179
  └─ Manufacturing Cost %,3.73%,3.65%,18.02%,21.58%,28.46%,27.83%,0.00%
  └─ Employee Cost %,23.15%,20.50%,11.96%,15.36%,18.06%,19.13%,18.18%
  └─ Other Cost %,21.36%,21.50%,41.10%,37.95%,30.20%,26.53%,31.24%
Operating Profit,9,19,132,122,144,190,212
OPM %,23%,31%,29%,25%,23%,27%,27%
Other Income,3,2,15,19,17,26,43
  └─ Exceptional items,-0.03,0.00,-0.25,0.18,-0.05,4.61,0.00
  └─ Other income normal,3.23,2.34,14.91,19.20,16.80,20.89,43.39
Interest,9,9,18,8,16,25,34
Depreciation,6,12,41,54,75,88,90
Profit before tax,-3,0,87,80,70,103,130
Tax %,49%,180%,21%,23%,19%,24%,22%
Net Profit,-5,-0,68,62,57,78,101
  └─ Exceptional items AT,-0,0,-0,0,-0,3,0
  └─ Profit excl Excep,-5,-0,69,62,57,74,101
  └─ Profit for PE,-5,-0,69,62,57,74,101
  └─ Profit for EPS,-5,-0,68,62,57,78,101
  └─ Profit Growth %,,99%,,-10%,-8%,30%,37%
EPS in Rs,-9.53,-0.14,21.78,19.78,17.60,24.04,31.27
Dividend Payout %,0%,0%,11%,14%,14%,11%,6%
