Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,300,375,455,608,798,773,419,616,964,848,730,688
  └─ Sales Growth %,-46.30%,25.07%,21.18%,33.65%,31.29%,-3.06%,-45.84%,47.09%,56.54%,-12.05%,-13.99%,-5.64%
Expenses,233,244,293,360,482,486,397,477,598,534,535,558
  └─ Material Cost %,6.85%,6.74%,5.80%,4.97%,4.27%,5.00%,4.61%,5.35%,6.05%,7.14%,7.89%,8.13%
    └─ Raw material cost,20,27,26,31,60,49,28,62,107,83,57,56
    └─ Change in inventory,0,-2,0,-1,-26,-10,-9,-29,-48,-22,0,0
  └─ Manufacturing Cost %,13.95%,10.36%,9.45%,7.62%,6.17%,6.09%,6.62%,6.75%,6.94%,6.71%,8.10%,0.00%
  └─ Employee Cost %,17.56%,15.75%,14.10%,15.58%,13.81%,14.52%,22.39%,19.97%,16.56%,16.18%,19.93%,24.68%
  └─ Other Cost %,39.30%,32.31%,35.14%,31.14%,36.23%,37.21%,61.10%,45.37%,32.47%,32.94%,37.46%,48.23%
Operating Profit,67,131,161,247,315,288,22,139,366,314,194,131
OPM %,22%,35%,36%,41%,40%,37%,5%,23%,38%,37%,27%,19%
Other Income,2,2,9,29,35,33,27,30,46,88,202,36
  └─ Exceptional items,-2.54,10.01,4.07,22.57,27.43,-0.10,-9.21,4.03,-1.23,32.72,144.53,-5.51
  └─ Other income normal,4.60,-7.67,4.47,6.17,7.25,33.34,36.04,26.27,47.21,54.87,57.08,41.77
Interest,51,41,35,10,2,16,14,16,24,18,13,6
Depreciation,35,36,36,37,38,49,53,56,59,56,50,47
Profit before tax,-17,56,99,228,311,256,-18,98,329,327,333,114
Tax %,64%,36%,28%,32%,37%,28%,42%,30%,20%,25%,25%,25%
Net Profit,-28,36,71,155,196,185,-26,68,262,245,249,85
  └─ Profit from Associates,-0,0,0,0,0,0,0,0,0,0,0,0
  └─ Minority share,5,3,3,1,0,1,1,-1,-1,-0,0,0
  └─ Exceptional items AT,-1,6,3,15,17,-0,-3,3,-1,41,160,-4
  └─ Profit excl Excep,-27,29,68,139,179,185,-23,65,263,204,89,89
  └─ Profit for PE,-22,32,71,140,179,186,-21,64,262,203,89,89
  └─ Profit for EPS,-23,38,74,156,197,186,-24,67,261,244,249,85
  └─ Profit Growth %,-160%,246%,121%,97%,28%,4%,-111%,402%,308%,-23%,-56%,0%
EPS in Rs,-0.99,1.66,3.18,5.81,7.26,6.85,-0.90,2.51,9.77,9.12,9.30,3.19
Dividend Payout %,-232%,12%,11%,17%,9%,22%,-111%,50%,13%,14%,13%,16%
