Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,16,31,45,64,57,58,79,101,103,132
  └─ Sales Growth %,,98.77%,46.42%,42.45%,-11.98%,1.73%,37.53%,27.30%,2.65%,27.86%
Expenses,14,20,31,40,40,32,48,56,47,87
  └─ Material Cost %,53.64%,33.05%,36.09%,24.73%,24.89%,-1.08%,-0.51%,-2.13%,-0.08%,13.20%
    └─ Raw material cost,8.32,10.19,16.29,15.90,14.09,0.00,2.32,1.90,0.05,15.66
    └─ Change in inventory,0.00,0.00,0.00,0.00,0.00,-0.62,-2.72,-4.05,-0.13,1.80
  └─ Manufacturing Cost %,0.58%,1.33%,0.84%,0.76%,2.00%,19.97%,19.88%,19.73%,17.32%,0.00%
  └─ Employee Cost %,31.08%,22.06%,21.91%,21.91%,20.14%,21.52%,21.47%,16.27%,13.91%,16.81%
  └─ Other Cost %,6.58%,8.04%,9.95%,14.95%,24.51%,14.97%,19.95%,21.61%,14.55%,35.45%
Operating Profit,1,11,14,24,16,26,31,45,56,46
OPM %,8%,36%,31%,38%,28%,45%,39%,45%,54%,35%
Other Income,0,0,1,3,4,4,7,14,10,13
  └─ Exceptional items,0.02,-0.11,0.34,0.99,0.61,1.36,4.76,4.45,2.52,0.00
  └─ Other income normal,0.25,0.28,1.14,2.14,3.40,2.98,2.17,9.96,7.86,13.27
Interest,0,0,0,0,0,1,1,2,4,5
Depreciation,0,0,1,1,1,3,4,4,7,11
Profit before tax,1,11,14,26,19,26,33,53,55,44
Tax %,38%,29%,24%,16%,18%,18%,16%,22%,25%,25%
Net Profit,1,8,11,22,16,21,27,41,45,37
  └─ Profit from Associates,0.00,0.00,0.00,0.00,0.00,-0.68,-0.50,-0.17,3.10,3.89
  └─ Minority share,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.30,-0.57,1.56
  └─ Exceptional items AT,0.01,-0.08,0.26,0.83,0.50,1.10,3.59,3.37,1.90,0.00
  └─ Profit excl Excep,0.71,7.65,10.41,20.92,15.05,19.69,23.31,37.89,42.81,36.58
  └─ Profit for PE,0.71,7.65,10.41,20.92,15.05,19.69,23.31,37.61,42.26,38.14
  └─ Profit for EPS,0.72,7.57,10.67,21.75,15.55,20.79,26.90,40.96,44.14,38.14
  └─ Profit Growth %,,977.46%,36.08%,100.96%,-28.06%,30.83%,18.38%,61.37%,12.36%,-9.76%
EPS in Rs,7.20,3.69,5.20,10.61,7.59,10.14,13.12,19.98,21.53,18.46
Dividend Payout %,0%,0%,0%,0%,8%,7%,2%,0%,0%,0%
