Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,19954,9483,12714,8116,5025,2973,3346,6582,5971,6529,10890,16732
  └─ Sales Growth %,-2%,-52%,34%,-36%,-38%,-41%,13%,97%,-9%,9%,67%,54%
Expenses,25703,9767,10235,7140,5048,3829,2809,5682,5137,5492,9026,13709
  └─ Material Cost %,68%,59%,59%,63%,60%,63%,47%,66%,63%,61%,63%,65%
    └─ Raw material cost,13626,5185,8291,5020,2956,1404,1611,4092,3627,4019,7139,11434
    └─ Change in inventory,-7,419,-749,96,42,469,-33,240,156,-37,-253,-631
  └─ Manufacturing Cost %,4%,3%,4%,5%,6%,6%,7%,7%,7%,5%,5%,0%
  └─ Employee Cost %,11%,10%,8%,10%,17%,27%,17%,8%,10%,11%,9%,7%
  └─ Other Cost %,46%,30%,9%,10%,18%,33%,13%,5%,6%,7%,6%,11%
Operating Profit,-5749,-283,2479,977,-23,-856,537,900,833,1037,1863,3022
OPM %,-29%,-3%,20%,12%,-0%,-29%,16%,14%,14%,16%,17%,18%
Other Income,-194,2563,109,555,92,-42,823,95,2739,-24,97,180
  └─ Exceptional items,-247,1117,42,490,43,-70,803,73,2719,-62,-6,0
  └─ Other income normal,53,1445,67,65,50,28,20,22,20,38,103,180
Interest,2065,1304,1288,1581,1270,1367,996,735,421,164,255,462
Depreciation,809,392,389,342,342,419,258,260,260,190,259,318
Profit before tax,-8816,584,912,-391,-1543,-2684,105,0,2892,659,1447,2422
Tax %,4%,-4%,1%,-0%,-1%,0%,4%,41648%,0%,-0%,-43%,-31%
Net Profit,-9133,583,852,-384,-1537,-2692,104,-177,2887,660,2072,3163
  └─ Profit from Associates,0,-24,-48,5,-6,-0,3,-10,0,0,0,0
  └─ Minority share,-24,0,6,7,10,50,1,-23,-38,0,0,0
  └─ Exceptional items AT,-243,1115,42,490,43,-70,798,-111,2715,-62,-6,0
  └─ Profit excl Excep,-8890,-532,810,-874,-1580,-2622,-695,-65,172,722,2077,3163
  └─ Profit for PE,-8915,-532,816,-858,-1569,-2574,-694,-88,170,722,2077,3163
  └─ Profit for EPS,-9158,583,858,-377,-1527,-2642,104,-200,2849,660,2072,3163
  └─ Profit Growth %,-200%,94%,253%,-205%,-83%,-64%,73%,87%,293%,325%,188%,52%
EPS in Rs,-19.95,0.94,1.38,-0.57,-2.32,-4.01,0.10,-0.17,2.28,0.49,1.53,2.33
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
