Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,8.75,1.42,2.24,2.05,2.25,2.52,2.80,3.17,3.54,3.93
  └─ Sales Growth %,,-83.77%,57.75%,-8.48%,9.76%,12.00%,11.11%,13.21%,11.67%,11.02%
Expenses,3.73,0.91,0.39,0.36,0.24,0.22,0.26,0.26,0.38,0.30
  └─ Material Cost %,38.74%,35.21%,1.79%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
    └─ Change in inventory,3.39,0.50,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Manufacturing Cost %,0.00%,1.41%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
  └─ Employee Cost %,0.57%,6.34%,4.02%,3.90%,3.56%,3.17%,2.86%,2.52%,2.54%,0.00%
  └─ Other Cost %,3.31%,21.13%,11.61%,13.66%,7.11%,5.56%,6.43%,5.68%,8.19%,7.63%
Operating Profit,5.02,0.51,1.85,1.69,2.01,2.30,2.54,2.91,3.16,3.63
OPM %,57.37%,35.92%,82.59%,82.44%,89.33%,91.27%,90.71%,91.80%,89.27%,92.37%
Other Income,0.94,1.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,0.94,1.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Interest,0.54,1.36,1.49,1.37,1.53,1.74,1.18,1.38,1.59,1.53
Depreciation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Profit before tax,5.42,1.07,0.36,0.32,0.48,0.56,1.36,1.53,1.57,2.10
Tax %,26.75%,25.23%,25.00%,6.25%,29.17%,30.36%,27.21%,26.14%,26.11%,28.57%
Net Profit,3.97,1.07,0.46,0.55,0.35,0.43,1.02,1.15,1.17,1.51
  └─ Profit from Associates,0.00,0.27,0.20,0.26,0.01,0.04,0.03,0.02,0.01,0.01
  └─ Profit excl Excep,3.97,1.07,0.46,0.55,0.35,0.43,1.02,1.15,1.17,1.51
  └─ Profit for PE,3.97,1.07,0.46,0.55,0.35,0.43,1.02,1.15,1.17,1.51
  └─ Profit for EPS,3.97,1.07,0.46,0.55,0.35,0.43,1.02,1.15,1.17,1.51
  └─ Profit Growth %,,-73.05%,-57.01%,19.57%,-36.36%,22.86%,137.21%,12.75%,1.74%,29.06%
EPS in Rs,5.59,1.42,0.61,0.70,0.44,0.54,1.29,1.46,1.41,1.68
Dividend Payout %,8.99%,35.14%,81.74%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,59.60%
