Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,339,348,375,824,877,708,945,671
  └─ Sales Growth %,,2.81%,7.63%,119.92%,6.46%,-19.27%,33.49%,-29.07%
Expenses,314,320,345,776,842,684,915,641
  └─ Material Cost %,0%,1%,4%,14%,29%,31%,23%,27%
    └─ Raw material cost,0,5,14,131,267,207,215,184
    └─ Change in inventory,0,-0,-0,-16,-17,14,2,-5
  └─ Manufacturing Cost %,89%,85%,83%,77%,64%,61%,71%,0%
  └─ Employee Cost %,2%,2%,2%,1%,2%,2%,2%,3%
  └─ Other Cost %,2%,3%,4%,2%,2%,1%,1%,66%
Operating Profit,25,28,30,48,35,24,31,29
OPM %,7%,8%,8%,6%,4%,3%,3%,4%
Other Income,5,1,1,2,1,1,1,2
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.00
  └─ Other income normal,4.78,1.00,0.97,1.64,0.93,0.63,1.05,1.60
Interest,5,8,6,10,12,12,13,14
Depreciation,12,16,12,13,12,13,12,13
Profit before tax,12,5,13,27,12,0,7,5
Tax %,34%,24%,29%,32%,32%,-16%,32%,17%
Net Profit,8,4,9,18,8,0,5,4
  └─ Minority share,-0.02,0.00,0.00,-0.03,0.00,0.00,0.00,-0.03
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.00
  └─ Profit excl Excep,8.08,4.12,8.85,18.13,7.86,0.50,4.65,3.95
  └─ Profit for PE,8.06,4.12,8.85,18.10,7.86,0.50,4.65,3.92
  └─ Profit for EPS,8.06,4.12,8.85,18.10,8.22,0.50,4.65,3.92
  └─ Profit Growth %,,-48.88%,114.81%,104.52%,-56.57%,-93.64%,830.00%,-15.70%
EPS in Rs,0.54,0.27,0.59,1.20,0.55,0.03,0.31,0.26
Dividend Payout %,0%,0%,0%,416%,0%,0%,0%,0%
