Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,135,149,152,200,281,379,463,474
  └─ Sales Growth %,,9.88%,2.58%,31.47%,40.42%,34.80%,22.09%,2.34%
Expenses,110,119,101,114,164,225,287,305
  └─ Material Cost %,14.68%,9.80%,10.75%,9.28%,17.11%,16.75%,12.25%,12.73%
    └─ Raw material cost,18,14,16,19,50,62,62,61
    └─ Change in inventory,2,0,1,-1,-2,1,-5,-1
  └─ Manufacturing Cost %,3.10%,2.97%,2.02%,1.81%,1.48%,1.15%,1.02%,0.00%
  └─ Employee Cost %,37.52%,43.24%,35.39%,28.70%,23.52%,19.76%,18.23%,19.15%
  └─ Other Cost %,25.85%,24.23%,18.12%,17.21%,16.11%,21.57%,30.51%,32.53%
Operating Profit,26,29,51,86,118,155,176,169
OPM %,19%,20%,34%,43%,42%,41%,38%,36%
Other Income,28,15,40,42,34,38,52,52
  └─ Exceptional items,20,4,16,31,13,14,27,0
  └─ Other income normal,9,11,24,11,21,24,25,52
Interest,3,3,3,2,3,3,3,2
Depreciation,9,10,10,8,10,15,20,30
Profit before tax,42,32,79,117,139,175,206,189
Tax %,20%,27%,24%,26%,23%,23%,28%,29%
Net Profit,34,23,60,87,108,134,148,134
  └─ Minority share,0,0,0,-0,-0,-0,-0,0
  └─ Exceptional items AT,14,3,12,23,10,10,19,0
  └─ Profit excl Excep,20,20,48,64,98,124,128,134
  └─ Profit for PE,20,20,48,64,98,124,128,134
  └─ Profit for EPS,34,23,60,87,107,134,147,134
  └─ Profit Growth %,,2%,134%,34%,52%,27%,3%,5%
EPS in Rs,87.59,60.53,156.07,16.34,19.99,24.77,27.05,24.50
Dividend Payout %,0%,0%,0%,12%,25%,14%,13%,0%
