Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,160.72,157.21,171.56,112.51,20.02,17.18,27.72,34.31,34.81,59.31
  └─ Sales Growth %,,-2%,9%,-34%,-82%,-14%,61%,24%,1%,70%
Expenses,155.86,153.89,173.24,126.17,21.98,19.22,28.27,33.54,33.06,62.09
  └─ Material Cost %,77%,78%,83%,88%,76%,62%,60%,54%,37%,59%
    └─ Raw material cost,124.98,121.71,138.47,94.37,15.07,10.90,16.14,18.63,12.79,34.87
    └─ Change in inventory,-0.60,1.20,3.12,4.80,0.08,-0.21,0.46,-0.03,0.00,0.00
  └─ Manufacturing Cost %,7%,7%,7%,6%,3%,3%,3%,2%,0%,0%
  └─ Employee Cost %,3%,4%,4%,5%,12%,23%,25%,31%,43%,34%
  └─ Other Cost %,10%,8%,7%,14%,19%,23%,15%,10%,15%,12%
Operating Profit,4.86,3.32,-1.68,-13.66,-1.96,-2.04,-0.55,0.77,1.75,-2.78
OPM %,3.02%,2.11%,-0.98%,-12.14%,-9.79%,-11.87%,-1.98%,2.24%,5.03%,-4.69%
Other Income,3.35,4.52,1.59,6.55,6.98,3.40,4.39,4.36,5.03,3.94
  └─ Exceptional items,0.11,0.00,-0.04,3.67,0.03,0.15,0.22,1.41,0.94,-0.79
  └─ Other income normal,3.24,4.52,1.63,2.88,6.95,3.25,4.17,2.95,4.09,4.73
Interest,1.82,2.05,1.48,0.91,0.31,0.31,0.16,0.52,0.11,0.18
Depreciation,1.05,1.14,1.18,0.65,0.58,0.63,0.84,0.95,0.90,1.71
Profit before tax,5.34,4.65,-2.75,-8.67,4.13,0.42,2.84,3.66,5.77,-0.73
Tax %,35.77%,37.63%,4.73%,-17.88%,17.19%,-164.29%,20.42%,25.68%,29.98%,-16.44%
Net Profit,3.43,2.90,-2.89,-7.12,3.42,1.10,2.25,2.73,4.05,-0.62
  └─ Exceptional items AT,0,0,-0,4,0,0,0,1,1,-0
  └─ Profit excl Excep,3,3,-3,-11,3,1,2,2,3,-0
  └─ Profit for PE,3,3,-3,-11,3,1,2,2,3,-0
  └─ Profit for EPS,3,3,-3,-7,3,1,2,3,4,-1
  └─ Profit Growth %,,-14%,-198%,-279%,132%,-69%,95%,-18%,99%,-104%
EPS in Rs,7.46,6.30,-6.28,-15.48,7.43,2.39,4.89,5.93,8.80,-1.35
Dividend Payout %,13.41%,15.86%,-15.92%,-3.23%,6.73%,20.91%,20.44%,16.85%,11.36%,0.00%
