Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,0,757,826,806,988,10,10,16,127,214,264,381
  └─ Sales Growth %,,,9.12%,-2.44%,22.59%,-98.96%,-7.13%,66.04%,703.48%,68.72%,23.26%,44.44%
Expenses,0,747,802,783,893,11,20,35,143,211,217,297
  └─ Manufacturing Cost %,,2%,5%,5%,5%,6%,11%,20%,19%,17%,16%,0%
  └─ Employee Cost %,,67%,69%,71%,67%,69%,149%,112%,44%,41%,30%,26%
  └─ Other Cost %,,30%,24%,21%,19%,34%,47%,88%,50%,41%,36%,51%
Operating Profit,-0,10,24,23,95,-1,-10,-19,-16,3,47,84
OPM %,,1%,3%,3%,10%,-9%,-106%,-120%,-13%,1%,18%,22%
Other Income,0,5,7,21,31,93,3156,5,12,18,21,44
  └─ Exceptional items,0.00,0.81,-1.50,12.97,2.80,84.94,3128.12,3.34,0.32,-1.31,-0.19,12.35
  └─ Other income normal,0.00,3.70,8.44,8.48,28.04,8.15,28.36,1.88,11.86,18.89,20.76,31.34
Interest,0,4,8,5,4,0,0,0,9,26,29,27
Depreciation,0,18,17,18,20,1,1,3,38,73,82,104
Profit before tax,-0,-8,6,21,103,91,3146,-17,-51,-78,-44,-3
Tax %,0%,-195%,-21%,87%,30%,1%,23%,-21%,-21%,-15%,-7%,-128%
Net Profit,-0,7,7,3,72,90,2413,-13,-40,-66,-41,1
  └─ Minority share,0,-0,-2,3,-18,-31,0,2,11,10,8,1
  └─ Exceptional items AT,0,0,-1,-2,2,85,2365,3,0,-1,-0,12
  └─ Profit excl Excep,-0,7,8,5,70,5,48,-17,-41,-65,-41,-12
  └─ Profit for PE,-0,7,6,8,53,3,48,-14,-29,-55,-33,-10
  └─ Profit for EPS,-0,7,5,6,54,59,2413,-11,-29,-56,-33,2
  └─ Profit Growth %,,22878%,-14%,38%,546%,-93%,1287%,-129%,-108%,-88%,39%,69%
EPS in Rs,,1.20,0.87,0.89,7.62,8.20,336.99,-1.56,-4.03,-19.14,-11.40,0.26
Dividend Payout %,0%,0%,0%,45%,8%,10%,116%,0%,0%,0%,0%,0%
