Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,553,643,966,1665,2306,2590,2839,3510
  └─ Sales Growth %,,16.20%,50.29%,72.27%,38.54%,12.29%,9.64%,23.64%
Expenses,511,499,736,1378,1910,2084,2292,2892
  └─ Manufacturing Cost %,11%,12%,14%,15%,11%,9%,9%,0%
  └─ Employee Cost %,66%,58%,55%,61%,64%,64%,64%,63%
  └─ Other Cost %,15%,9%,6%,7%,8%,8%,8%,20%
Operating Profit,42,144,230,287,396,505,548,619
OPM %,8%,22%,24%,17%,17%,20%,19%,18%
Other Income,7,-102,-3,-21,58,79,94,52
  └─ Exceptional items,0,-106,-33,-47,0,2,-14,-20
  └─ Other income normal,7,4,31,26,58,76,107,72
Interest,6,9,7,6,31,49,22,19
Depreciation,17,19,26,33,60,76,80,126
Profit before tax,26,14,195,226,363,459,539,525
Tax %,45%,191%,23%,28%,27%,27%,25%,24%
Net Profit,14,-12,149,163,266,337,407,401
  └─ Minority share,0,6,-0,2,0,0,0,0
  └─ Exceptional items AT,0,60,2,-27,0,2,-10,-13
  └─ Profit excl Excep,14,-72,147,190,266,335,416,415
  └─ Profit for PE,14,-37,147,192,266,335,416,415
  └─ Profit for EPS,14,-6,149,165,266,337,407,401
  └─ Profit Growth %,,-360%,501%,31%,39%,26%,24%,-0%
EPS in Rs,89.98,-40.20,951.96,937.73,11.99,15.14,16.95,16.65
Dividend Payout %,0%,0%,0%,0%,0%,0%,12%,13%
