Metric,Mar 2016,Mar 2017,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,362,164,689,911,1267,1650,866,638,667
  └─ Sales Growth %,,-54.66%,,32.18%,39.13%,30.21%,-47.52%,-26.35%,4.57%
Expenses,318,142,587,781,1119,1470,755,546,578
  └─ Material Cost %,61%,55%,55%,60%,67%,70%,55%,45%,50%
    └─ Raw material cost,219,87,384,545,909,1145,405,286,332
    └─ Change in inventory,3,3,-6,1,-62,18,74,3,2
  └─ Manufacturing Cost %,5%,6%,15%,14%,10%,8%,16%,19%,0%
  └─ Employee Cost %,4%,3%,3%,3%,2%,2%,4%,5%,6%
  └─ Other Cost %,18%,22%,12%,9%,10%,8%,12%,15%,31%
Operating Profit,44,22,102,130,149,180,111,92,88
OPM %,12%,13%,15%,14%,12%,11%,13%,14%,13%
Other Income,2,0,4,7,11,34,11,36,41
  └─ Exceptional items,-1,0,0,0,0,15,-11,-3,-14
  └─ Other income normal,4,0,4,7,11,19,22,40,55
Interest,11,3,10,5,3,5,4,2,2
Depreciation,10,10,50,51,19,19,11,7,7
Profit before tax,25,9,45,81,137,190,107,119,121
Tax %,27%,-1%,17%,25%,25%,19%,26%,27%,25%
Net Profit,25,9,38,61,103,154,79,87,90
  └─ Profit from Associates,6,0,0,0,0,0,0,0,0
  └─ Minority share,0,0,0,0,0,0,0,3,0
  └─ Exceptional items AT,-1,0,0,0,0,12,-8,-2,-10
  └─ Profit excl Excep,26,9,38,61,103,142,87,90,100
  └─ Profit for PE,26,9,38,61,103,142,87,92,100
  └─ Profit for EPS,25,9,38,61,103,154,79,90,90
  └─ Profit Growth %,,-66%,,60%,70%,39%,-39%,6%,8%
EPS in Rs,17.02,5.64,22.09,35.29,59.88,89.86,46.06,52.47,52.52
Dividend Payout %,9%,25%,11%,8%,6%,4%,7%,6%,6%
