Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,0,353,562,621,923
  └─ Sales Growth %,,,58.99%,10.56%,48.62%
Expenses,1,124,164,163,237
  └─ Manufacturing Cost %,,10.69%,10.33%,10.15%,0.00%
  └─ Employee Cost %,,8.67%,7.83%,7.08%,5.62%
  └─ Other Cost %,,15.74%,11.07%,9.07%,20.02%
Operating Profit,-1,229,398,458,686
OPM %,,65%,71%,74%,74%
Other Income,0,3,8,26,37
  └─ Exceptional items,0.00,0.00,0.02,-0.05,0.00
  └─ Other income normal,0.00,2.66,8.34,26.23,37.47
Interest,1,138,171,193,110
Depreciation,0,91,114,126,208
Profit before tax,-1,3,121,165,406
Tax %,0%,103%,28%,23%,16%
Net Profit,-1,-0,87,127,342
  └─ Minority share,0,0,0,0,-31
  └─ Exceptional items AT,0,0,0,-0,0
  └─ Profit excl Excep,-1,-0,87,127,342
  └─ Profit for PE,-1,-0,87,127,310
  └─ Profit for EPS,-1,-0,87,127,310
  └─ Profit Growth %,,93%,108250%,47%,144%
EPS in Rs,-21.37,-0.80,865.40,1.29,2.80
Dividend Payout %,0%,0%,38%,0%,7%
