Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,74,110,138,206,228,453,862,1088,1483,1449,1470
  └─ Sales Growth %,,48.59%,25.80%,48.82%,10.89%,98.43%,90.24%,26.32%,36.26%,-2.30%,1.48%
Expenses,60,93,110,154,156,321,558,595,826,932,900
  └─ Material Cost %,0.00%,0.00%,0.00%,0.00%,0.00%,2.87%,3.25%,0.65%,1.51%,7.10%,9.49%
    └─ Raw material cost,0,0,0,0,4,27,10,8,21,103,140
    └─ Change in inventory,0,0,0,0,-4,-14,19,-1,1,0,0
  └─ Manufacturing Cost %,62.22%,0.41%,1.89%,0.97%,0.92%,0.52%,2.35%,2.77%,5.02%,4.51%,0.00%
  └─ Employee Cost %,12.45%,16.49%,16.98%,19.03%,23.70%,17.68%,13.11%,13.74%,22.34%,25.93%,24.46%
  └─ Other Cost %,5.99%,67.44%,60.63%,55.04%,43.58%,49.80%,46.01%,37.55%,26.82%,26.76%,27.25%
Operating Profit,14,17,28,51,73,132,304,493,657,517,570
OPM %,19%,16%,20%,25%,32%,29%,35%,45%,44%,36%,39%
Other Income,0,0,2,1,0,1,2,13,5,21,19
  └─ Exceptional items,0.00,0.03,1.42,0.60,0.00,0.07,-2.56,1.58,-0.18,3.70,0.00
  └─ Other income normal,0.00,0.12,0.76,0.75,0.41,0.83,4.95,11.20,5.12,17.00,18.59
Interest,3,3,5,11,18,25,32,58,90,90,131
Depreciation,2,2,2,5,4,4,9,12,14,18,17
Profit before tax,9,12,23,37,51,103,265,436,558,431,440
Tax %,33%,35%,33%,32%,21%,22%,24%,24%,24%,24%,26%
Net Profit,6,8,15,25,41,81,202,331,426,328,324
  └─ Profit from Associates,0,0,0,0,1,0,0,-0,0,0,0
  └─ Minority share,0,0,0,0,0,0,-1,-2,-0,-0,-1
  └─ Exceptional items AT,0,0,1,0,0,0,-2,1,-0,3,0
  └─ Profit excl Excep,6,8,14,25,41,81,204,329,426,325,324
  └─ Profit for PE,6,8,14,25,41,81,203,328,426,325,323
  └─ Profit for EPS,6,8,15,25,41,81,201,329,425,328,323
  └─ Profit Growth %,,27%,81%,70%,66%,98%,152%,61%,30%,-24%,-0%
EPS in Rs,2.66,3.38,1.23,2.01,2.51,4.96,12.36,20.21,22.22,15.01,14.78
Dividend Payout %,0%,0%,0%,0%,4%,8%,10%,8%,8%,9%,6%
