Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,521,499,543,625,286,13,13,12,14,12,7,7
  └─ Sales Growth %,,-4.12%,8.80%,15.09%,-54.31%,-95.58%,6.81%,-12.17%,14.36%,-13.66%,-43.03%,6.76%
Expenses,361,398,414,427,300,128,93,134,139,140,172,292
  └─ Material Cost %,35%,33%,28%,25%,25%,0%,0%,0%,0%,0%,0%,0%
    └─ Raw material cost,177.25,178.45,154.81,176.16,79.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00
    └─ Change in inventory,3.48,-12.05,-2.96,-21.20,-9.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Manufacturing Cost %,12%,15%,15%,14%,17%,13%,1%,22%,7%,15%,31%,0%
  └─ Employee Cost %,7%,8%,10%,10%,13%,138%,138%,179%,138%,162%,313%,340%
  └─ Other Cost %,15%,23%,24%,20%,50%,866%,554%,931%,884%,1016%,2243%,3762%
Operating Profit,159,102,129,198,-14,-116,-80,-122,-126,-128,-166,-284
OPM %,31%,20%,24%,32%,-5%,-917%,-593%,-1032%,-929%,-1094%,-2487%,-4001%
Other Income,9,19,21,23,27,14,8,5,14,29,11,14
  └─ Exceptional items,0.12,15.95,20.06,18.18,20.80,0.50,0.06,3.99,7.79,12.01,4.98,0.00
  └─ Other income normal,8.46,3.34,1.03,5.09,6.45,13.54,7.69,1.25,6.66,16.58,5.92,13.93
Interest,5,6,6,5,2,1,1,1,0,0,0,0
Depreciation,12,18,21,21,11,4,4,4,7,6,6,6
Profit before tax,152,98,123,196,0,-106,-77,-122,-118,-106,-161,-276
Tax %,28%,26%,29%,37%,15038%,-11%,-7%,0%,0%,-1%,0%,0%
Net Profit,109,72,87,124,-24,-94,-72,-122,-118,-105,-161,-276
  └─ Exceptional items AT,0,12,14,11,-3,0,0,4,8,12,5,0
  └─ Profit excl Excep,109,60,73,112,-21,-95,-72,-126,-126,-117,-166,-276
  └─ Profit for PE,109,60,73,112,-21,-95,-72,-126,-126,-117,-166,-276
  └─ Profit for EPS,109,72,87,124,-24,-94,-72,-122,-118,-105,-161,-276
  └─ Profit Growth %,,-45%,21%,54%,-118%,-359%,24%,-74%,-0%,7%,-42%,-67%
EPS in Rs,5.70,3.76,4.57,6.48,-1.25,-4.94,-3.78,-5.59,-5.42,-4.82,-7.37,-10.48
Dividend Payout %,7%,35%,15%,15%,-80%,0%,0%,0%,0%,0%,0%,0%
