Metric,Mar 2018,Mar 2019,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,83,132,125,172,318,402
  └─ Sales Growth %,,58.61%,,37.62%,84.49%,26.38%
Expenses,74,119,99,138,264,355
  └─ Material Cost %,50%,58%,60%,55%,70%,76%
    └─ Raw material cost,42,80,75,94,224,315
    └─ Change in inventory,-0,-3,1,1,-1,-9
  └─ Manufacturing Cost %,30%,23%,7%,5%,1%,0%
  └─ Employee Cost %,4%,3%,5%,6%,5%,5%
  └─ Other Cost %,5%,5%,7%,13%,7%,7%
Operating Profit,9,13,26,34,54,47
OPM %,11%,10%,21%,20%,17%,12%
Other Income,1,1,0,-1,1,2
  └─ Exceptional items,0.01,0.06,-0.03,-2.05,-0.43,0.00
  └─ Other income normal,1.00,0.80,0.46,0.83,1.26,1.69
Interest,5,6,7,9,9,14
Depreciation,2,2,3,3,3,5
Profit before tax,3,5,17,21,43,30
Tax %,16%,26%,31%,30%,26%,26%
Net Profit,3,4,12,15,31,22
  └─ Minority share,0.00,0.00,0.00,0.00,0.01,0.10
  └─ Exceptional items AT,0.00,0.04,-0.02,-1.44,-0.32,0.00
  └─ Profit excl Excep,2.52,3.71,11.76,16.33,31.78,22.41
  └─ Profit for PE,2.52,3.71,11.76,16.33,31.79,22.51
  └─ Profit for EPS,2.52,3.75,11.74,14.89,31.47,22.51
  └─ Profit Growth %,,47.22%,,38.86%,94.67%,-29.19%
EPS in Rs,2.77,4.12,11.40,14.44,29.82,21.28
Dividend Payout %,0%,0%,0%,1%,0%,0%
