Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,60,60,45,45,84,92,167,241
  └─ Sales Growth %,,-0.93%,-23.91%,-0.15%,86.70%,8.43%,82.51%,44.12%
Expenses,56,53,29,26,40,62,117,183
  └─ Manufacturing Cost %,77%,75%,50%,40%,35%,43%,47%,0%
  └─ Employee Cost %,6%,7%,8%,11%,8%,17%,16%,15%
  └─ Other Cost %,11%,7%,6%,6%,4%,8%,7%,61%
Operating Profit,4,6,16,20,45,29,51,58
OPM %,7%,11%,35%,44%,53%,32%,30%,24%
Other Income,1,0,0,0,0,3,6,1
  └─ Exceptional items,0.00,0.00,-0.02,0.00,0.00,0.38,-0.82,-0.91
  └─ Other income normal,0.74,0.36,0.33,0.04,0.38,2.58,7.16,1.49
Interest,0,1,0,0,1,2,8,14
Depreciation,0,1,2,3,6,11,28,49
Profit before tax,4,5,14,17,39,19,21,-5
Tax %,30%,27%,25%,26%,26%,32%,24%,93%
Net Profit,3,4,11,12,28,13,16,-10
  └─ Minority share,-0,-0,0,0,0,0,0,-2
  └─ Exceptional items AT,0,0,-0,0,0,0,-1,-0
  └─ Profit excl Excep,3,4,11,12,28,13,17,-10
  └─ Profit for PE,3,4,11,12,28,13,17,-11
  └─ Profit for EPS,3,4,11,12,28,13,16,-12
  └─ Profit Growth %,,38%,185%,14%,132%,-55%,31%,-169%
EPS in Rs,5.30,2.05,5.81,6.62,13.59,5.30,6.14,-4.41
Dividend Payout %,0%,73%,69%,91%,33%,19%,16%,-11%
