Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,730,822,868,1008,1174,1134,1019,1560,1046,924,887,870
  └─ Sales Growth %,4.41%,12.67%,5.65%,16.05%,16.53%,-3.46%,-10.17%,53.18%,-32.98%,-11.68%,-3.92%,-1.92%
Expenses,647,726,783,911,1057,1038,940,1393,1024,894,823,784
  └─ Material Cost %,68%,67%,73%,67%,66%,67%,67%,67%,79%,76%,71%,69%
    └─ Raw material cost,504,557,630,714,805,776,625,1048,867,672,664,569
    └─ Change in inventory,-5,-6,1,-40,-30,-15,58,-10,-45,26,-36,31
  └─ Manufacturing Cost %,10%,10%,7%,8%,9%,8%,8%,8%,8%,9%,10%,0%
  └─ Employee Cost %,6%,7%,6%,11%,12%,13%,12%,11%,8%,9%,9%,9%
  └─ Other Cost %,4%,4%,5%,4%,4%,4%,5%,4%,3%,3%,3%,12%
Operating Profit,83,96,85,97,117,96,78,167,22,30,65,86
OPM %,11%,12%,10%,10%,10%,8%,8%,11%,2%,3%,7%,10%
Other Income,3,1,3,6,9,18,4,6,13,27,11,5
  └─ Exceptional items,1.13,0.00,0.24,0.40,0.69,17.05,3.81,-0.55,10.08,9.27,9.04,-1.25
  └─ Other income normal,1.69,1.21,2.41,5.90,8.16,1.41,0.64,6.05,3.21,17.97,2.45,6.60
Interest,38,38,44,60,67,72,62,53,43,49,45,43
Depreciation,28,30,30,31,34,33,33,34,28,30,26,28
Profit before tax,20,29,15,11,25,10,-12,86,-36,-22,5,21
Tax %,33%,33%,22%,15%,6%,41%,-14%,34%,-37%,-35%,-34%,33%
Net Profit,13,20,12,10,24,6,-10,56,-23,-14,7,14
  └─ Minority share,0,0,0,-1,-3,-3,-1,-4,-7,-8,0,0
  └─ Exceptional items AT,1,0,0,0,1,13,4,-0,-1,1,-0,-1
  └─ Profit excl Excep,12,20,11,10,23,-7,-14,57,-22,-15,7,15
  └─ Profit for PE,12,20,11,9,20,-3,-15,53,-29,-23,7,15
  └─ Profit for EPS,13,20,12,9,21,2,-11,52,-30,-22,7,14
  └─ Profit Growth %,-60%,57%,-42%,-25%,140%,-114%,-414%,456%,-155%,19%,132%,103%
EPS in Rs,1.66,2.45,1.44,1.10,2.63,0.30,-1.38,6.56,-3.70,-2.75,0.90,1.72
Dividend Payout %,18%,13%,25%,29%,12%,-0%,-0%,7%,-0%,-0%,-0%,15%
