Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Sales,75,82,90,88,106,96,102,119
  └─ Sales Growth %,,8.93%,9.41%,-2.24%,20.23%,-9.05%,5.88%,16.73%
Expenses,68,76,83,84,101,90,92,108
  └─ Manufacturing Cost %,65%,68%,69%,74%,78%,76%,74%,77%
  └─ Employee Cost %,13%,12%,12%,12%,10%,11%,10%,9%
  └─ Other Cost %,12%,12%,12%,10%,8%,6%,7%,5%
Operating Profit,8,7,7,4,5,6,9,11
OPM %,10%,8%,7%,5%,5%,6%,9%,9%
Other Income,1,1,2,3,3,2,1,6
  └─ Exceptional items,0.04,0.01,-0.18,0.23,0.83,-0.10,-0.83,4.59
  └─ Other income normal,1.29,1.27,1.89,3.09,1.77,1.82,1.35,1.24
Interest,3,3,4,3,3,3,2,2
Depreciation,4,5,7,7,5,5,3,3
Profit before tax,2,-0,-2,-2,-1,0,4,11
Tax %,-4%,21%,-17%,-61%,-27%,44%,35%,26%
Net Profit,2,-1,-2,-1,-0,0,3,8
  └─ Exceptional items AT,0.03,0.00,-0.17,0.23,0.83,-0.07,-0.60,3.57
  └─ Profit excl Excep,2.32,-0.57,-1.60,-1.00,-1.21,0.17,3.51,4.85
  └─ Profit for PE,2.32,-0.57,-1.60,-1.00,-1.21,0.17,3.51,4.85
  └─ Profit for EPS,2.35,-0.57,-1.77,-0.77,-0.38,0.10,2.91,8.42
  └─ Profit Growth %,,-124.57%,-180.70%,37.50%,-21.00%,114.05%,1964.71%,38.18%
EPS in Rs,13.06,-3.17,-9.83,-4.28,-2.11,0.56,16.17,46.78
Dividend Payout %,21%,-57%,-9%,-21%,-43%,0%,9%,10%
