Metric,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019
Sales,30.10,19.27,20.58,19.24,21.48,26.21,26.33,26.81,25.46,46.09,64.41
  └─ Sales Growth %,,-35.98%,6.80%,-6.51%,11.64%,22.02%,0.46%,1.82%,-5.04%,81.03%,39.75%
Expenses,26.21,17.87,18.55,17.91,21.84,26.07,24.32,24.60,25.40,45.91,63.22
  └─ Material Cost %,62%,64%,66%,66%,77%,75%,73%,72%,80%,83%,82%
    └─ Raw material cost,19,13,16,13,15,19,19,21,20,39,51
    └─ Change in inventory,-0,-1,-2,0,2,1,-0,-2,0,-1,2
  └─ Manufacturing Cost %,4%,8%,9%,8%,6%,7%,7%,9%,5%,5%,5%
  └─ Employee Cost %,4%,7%,6%,7%,6%,5%,5%,5%,7%,6%,5%
  └─ Other Cost %,17%,15%,9%,12%,13%,13%,8%,6%,7%,7%,6%
Operating Profit,3.89,1.40,2.03,1.33,-0.36,0.14,2.01,2.21,0.06,0.18,1.19
OPM %,12.92%,7.27%,9.86%,6.91%,-1.68%,0.53%,7.63%,8.24%,0.24%,0.39%,1.85%
Other Income,4.01,2.38,0.25,0.18,0.15,2.79,0.16,0.23,0.27,0.17,0.41
  └─ Exceptional items,0.33,0.14,0.07,0.02,0.01,2.26,0.01,0.00,0.00,0.00,0.12
  └─ Other income normal,3.68,2.24,0.18,0.16,0.14,0.53,0.15,0.23,0.27,0.17,0.29
Interest,2.11,1.85,2.07,2.71,2.43,1.97,1.64,1.65,1.97,1.97,1.82
Depreciation,0.56,0.78,0.83,0.90,0.92,0.84,1.53,1.35,1.19,1.15,1.22
Profit before tax,5.23,1.15,-0.62,-2.10,-3.56,0.12,-1.00,-0.56,-2.83,-2.77,-1.44
Tax %,33.08%,35.65%,-30.65%,9.05%,0.28%,41.67%,0.00%,-3.57%,0.00%,0.36%,-2.08%
Net Profit,3.50,0.74,-0.43,-2.29,-3.56,0.07,-1.00,-0.55,-2.83,-2.78,-1.41
  └─ Exceptional items AT,0.22,0.09,0.07,0.02,0.01,2.21,0.01,0.00,0.00,0.00,0.12
  └─ Profit excl Excep,3.28,0.65,-0.50,-2.31,-3.57,-2.14,-1.01,-0.55,-2.83,-2.78,-1.53
  └─ Profit for PE,3.28,0.65,-0.50,-2.31,-3.57,-2.14,-1.01,-0.55,-2.83,-2.78,-1.53
  └─ Profit for EPS,3.50,0.74,-0.43,-2.29,-3.56,0.07,-1.00,-0.55,-2.83,-2.78,-1.41
  └─ Profit Growth %,,-80.18%,-176.92%,-362.00%,-54.55%,40.06%,52.80%,45.54%,-414.55%,1.77%,44.96%
EPS in Rs,6.53,1.38,-0.80,-4.27,-6.64,0.13,-1.87,-1.03,-4.49,-3.76,-1.54
Dividend Payout %,15.31%,72.43%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
