Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,13.03,21.44,35.43,20.27,22.35,31.66,20.34,30.14,39.85,37.83
  └─ Sales Growth %,,64.54%,65.25%,-42.79%,10.26%,41.66%,-35.75%,48.18%,32.22%,-5.07%
Expenses,11.62,18.20,29.32,19.91,19.14,26.88,20.79,27.18,34.06,34.97
  └─ Material Cost %,56%,57%,58%,57%,55%,52%,61%,58%,59%,64%
    └─ Raw material cost,7.75,13.13,22.73,11.97,11.28,19.60,11.08,15.88,23.46,24.52
    └─ Change in inventory,-0.47,-0.83,-2.27,-0.44,1.07,-3.12,1.36,1.67,0.07,-0.43
  └─ Manufacturing Cost %,7%,5%,6%,6%,6%,6%,8%,8%,6%,0%
  └─ Employee Cost %,12%,12%,8%,16%,15%,14%,20%,15%,14%,13%
  └─ Other Cost %,14%,11%,10%,19%,10%,13%,14%,9%,6%,16%
Operating Profit,1.41,3.24,6.11,0.36,3.21,4.78,-0.45,2.96,5.79,2.86
OPM %,10.82%,15.11%,17.25%,1.78%,14.36%,15.10%,-2.21%,9.82%,14.53%,7.56%
Other Income,0.34,0.45,0.95,0.84,0.37,0.23,0.27,0.04,0.32,0.88
  └─ Exceptional items,0.00,0.06,0.13,0.07,0.01,0.02,0.00,0.00,0.00,0.00
  └─ Other income normal,0.34,0.39,0.82,0.77,0.36,0.21,0.27,0.04,0.32,0.88
Interest,0.03,0.04,0.08,0.03,0.03,0.22,0.10,0.11,0.22,0.83
Depreciation,0.25,0.30,0.38,0.43,0.69,1.02,1.09,1.24,1.27,1.78
Profit before tax,1.47,3.35,6.60,0.74,2.86,3.77,-1.37,1.65,4.62,1.13
Tax %,27.21%,26.27%,25.45%,31.08%,25.17%,29.44%,0.00%,10.91%,19.70%,13.27%
Net Profit,1.06,2.47,4.92,0.52,2.15,2.67,-1.37,1.46,3.72,0.98
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0
  └─ Profit excl Excep,1,2,5,0,2,3,-1,1,4,1
  └─ Profit for PE,1,2,5,0,2,3,-1,1,4,1
  └─ Profit for EPS,1,2,5,1,2,3,-1,1,4,1
  └─ Profit Growth %,,129%,99%,-90%,355%,24%,-152%,207%,155%,-74%
EPS in Rs,0.77,1.30,2.59,0.24,1.00,1.25,-0.64,0.68,1.74,0.46
Dividend Payout %,26.89%,35.00%,23.96%,205.38%,59.61%,20.00%,0.00%,0.00%,14.35%,54.49%
