Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,80,122,170,184,202,205
  └─ Sales Growth %,,51.27%,40.02%,8.03%,9.52%,1.87%
Expenses,72,96,140,154,167,174
  └─ Material Cost %,38.20%,27.98%,25.92%,24.06%,26.44%,23.09%
    └─ Raw material cost,30.76,39.79,50.94,53.38,54.33,47.50
    └─ Change in inventory,-0.01,-5.72,-6.75,-9.06,-1.00,-0.05
  └─ Manufacturing Cost %,17.22%,30.28%,35.39%,37.91%,34.23%,28.29%
  └─ Employee Cost %,15.13%,12.75%,14.80%,14.93%,14.71%,15.21%
  └─ Other Cost %,18.30%,7.60%,5.81%,6.55%,7.47%,18.08%
Operating Profit,9,26,31,30,35,31
OPM %,11%,21%,18%,17%,17%,15%
Other Income,1,1,1,4,5,10
  └─ Exceptional items,0.00,0.23,0.00,-0.20,0.01,0.00
  └─ Other income normal,1.26,1.02,1.00,4.26,4.90,9.56
Interest,16,13,13,11,13,12
Depreciation,10,10,11,12,14,15
Profit before tax,-16,4,7,11,12,14
Tax %,-26%,42%,10%,55%,17%,18%
Net Profit,-12,2,7,5,10,11
  └─ Profit from Associates,0.00,0.00,0.00,0.00,0.00,-0.46
  └─ Exceptional items AT,0.00,0.13,0.00,-0.10,0.00,0.00
  └─ Profit excl Excep,-11.87,2.02,6.60,5.23,9.92,10.80
  └─ Profit for PE,-11.87,2.02,6.60,5.23,9.92,10.80
  └─ Profit for EPS,-11.87,2.15,6.60,5.13,9.92,10.80
  └─ Profit Growth %,,117.02%,226.73%,-20.76%,89.67%,8.87%
EPS in Rs,-2.27,0.39,1.14,0.85,1.64,1.78
Dividend Payout %,0%,0%,44%,59%,31%,0%
