Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,893,906,994,1073,1194,1363,1420,1504,1801,1966,2000,2140
  └─ Sales Growth %,,1.44%,9.72%,7.95%,11.21%,14.22%,4.18%,5.90%,19.77%,9.16%,1.71%,7.00%
Expenses,782,814,882,925,1006,1207,1268,1333,1679,1804,1779,1913
  └─ Material Cost %,73%,74%,67%,65%,61%,69%,69%,67%,71%,68%,60%,68%
    └─ Raw material cost,729,666,699,653,993,764,1009,997,1401,1362,1271,1370
    └─ Change in inventory,-81,9,-30,41,-267,172,-35,10,-126,-26,-64,95
  └─ Manufacturing Cost %,3%,2%,10%,12%,13%,10%,12%,12%,12%,13%,15%,0%
  └─ Employee Cost %,4%,5%,5%,5%,5%,5%,5%,6%,5%,6%,7%,8%
  └─ Other Cost %,8%,9%,7%,5%,5%,5%,4%,4%,5%,5%,7%,13%
Operating Profit,111,92,112,148,188,156,153,171,122,162,221,227
OPM %,12%,10%,11%,14%,16%,11%,11%,11%,7%,8%,11%,11%
Other Income,0,0,7,3,1,3,-2,3,1,10,8,12
  └─ Exceptional items,-0.23,-0.31,-0.41,-0.23,-0.50,-0.37,-10.08,-1.29,-0.07,1.78,0.24,0.00
  └─ Other income normal,0.65,0.75,7.13,3.56,1.15,3.44,8.20,4.68,1.50,7.93,7.33,12.01
Interest,33,26,20,16,15,24,7,7,13,11,7,17
Depreciation,15,16,16,17,20,24,25,26,26,29,29,36
Profit before tax,64,50,82,118,153,111,120,141,84,132,193,187
Tax %,14%,21%,27%,29%,20%,22%,21%,24%,25%,23%,26%,25%
Net Profit,55,40,60,84,123,87,94,107,63,102,142,139
  └─ Exceptional items AT,-0,-0,-0,-0,-0,-0,-8,-1,-0,1,0,0
  └─ Profit excl Excep,55,40,60,84,123,87,101,108,63,101,142,139
  └─ Profit for PE,55,40,60,84,123,87,101,108,63,101,142,139
  └─ Profit for EPS,55,40,60,84,123,87,94,107,63,102,142,139
  └─ Profit Growth %,,-28%,51%,41%,46%,-29%,16%,7%,-42%,59%,41%,-2%
EPS in Rs,19.24,12.77,19.26,27.19,39.62,28.04,30.29,36.29,21.36,34.49,48.81,47.91
Dividend Payout %,0%,10%,7%,5%,3%,10%,4%,6%,14%,9%,4%,4%
