Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,0.02,1.88,5.36,6.09,8.11,14.05,8.05,14.74,6.47,3.90,3.74
  └─ Sales Growth %,,9300.00%,185.11%,13.62%,33.17%,73.24%,-42.70%,83.11%,-56.11%,-39.72%,-4.10%
Expenses,1.65,4.67,8.87,11.06,10.85,10.51,22.66,30.90,18.20,11.27,10.85
  └─ Manufacturing Cost %,300%,7%,60%,42%,5%,1%,6%,26%,9%,2%,0%
  └─ Employee Cost %,6750%,169%,68%,101%,77%,40%,173%,123%,126%,185%,190%
  └─ Other Cost %,1200%,73%,37%,38%,53%,33%,102%,61%,146%,102%,100%
Operating Profit,-1.63,-2.79,-3.51,-4.97,-2.74,3.54,-14.61,-16.16,-11.73,-7.37,-7.11
OPM %,-8150.00%,-148.40%,-65.49%,-81.61%,-33.79%,25.20%,-181.49%,-109.63%,-181.30%,-188.97%,-190.11%
Other Income,-0.00,0.04,0.09,0.18,1.27,1.14,1.24,1.67,0.50,0.89,0.45
  └─ Exceptional items,0.00,0.00,0.00,-0.03,-0.02,0.95,0.63,1.46,-0.02,0.39,-0.28
  └─ Other income normal,0.00,0.04,0.09,0.21,1.29,0.19,0.61,0.21,0.52,0.50,0.73
Interest,-0.00,0.01,-0.00,-0.00,0.08,0.05,-0.00,0.25,0.21,0.10,0.05
Depreciation,0.02,0.09,0.07,0.25,0.56,0.50,0.09,1.70,2.09,1.49,1.03
Profit before tax,-1.65,-2.85,-3.49,-5.04,-2.11,4.13,-13.46,-16.44,-13.53,-8.07,-7.74
Tax %,-0.00%,0.35%,2.29%,-1.19%,2.84%,1.21%,-4.68%,-2.43%,2.66%,0.12%,-1.94%
Net Profit,-1.65,-2.86,-3.57,-4.98,-2.17,4.08,-12.83,-16.04,-13.89,-8.08,-7.59
  └─ Exceptional items AT,0.00,0.00,0.00,-0.03,-0.02,0.94,0.63,1.46,-0.02,0.40,-0.28
  └─ Profit excl Excep,-1.65,-2.86,-3.57,-4.95,-2.15,3.14,-13.46,-17.50,-13.87,-8.48,-7.31
  └─ Profit for PE,-1.65,-2.86,-3.57,-4.95,-2.15,3.14,-13.46,-17.50,-13.87,-8.48,-7.31
  └─ Profit for EPS,-1.65,-2.86,-3.57,-4.98,-2.17,4.08,-12.83,-16.04,-13.89,-8.08,-7.59
  └─ Profit Growth %,,-73.33%,-24.83%,-38.66%,56.57%,246.05%,-528.66%,-30.01%,20.74%,38.86%,13.80%
EPS in Rs,-8.80,-5.87,-5.48,-3.63,-1.58,2.98,-8.86,-11.04,-9.50,-5.49,-5.14
Dividend Payout %,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%
