Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,50,44,28,52,70,103,202,293
  └─ Sales Growth %,,-12.06%,-36.00%,84.04%,35.27%,46.51%,97.11%,44.72%
Expenses,47,40,25,45,60,89,181,265
  └─ Material Cost %,81%,65%,67%,70%,70%,72%,70%,70%
    └─ Raw material cost,47,30,19,37,58,81,139,208
    └─ Change in inventory,-6,-1,-0,-1,-9,-8,2,-4
  └─ Manufacturing Cost %,0%,0%,10%,8%,6%,6%,6%,0%
  └─ Employee Cost %,4%,5%,5%,3%,2%,3%,4%,4%
  └─ Other Cost %,8%,21%,6%,6%,6%,7%,10%,17%
Operating Profit,3,4,3,7,10,13,21,27
OPM %,7%,8%,11%,13%,15%,13%,10%,9%
Other Income,0,0,0,0,1,2,4,12
  └─ Exceptional items,0.01,0.28,0.00,-0.01,-0.03,0.00,0.00,0.00
  └─ Other income normal,0.49,0.16,0.45,0.44,1.11,2.10,4.07,11.73
Interest,1,1,1,2,1,1,1,3
Depreciation,2,2,2,1,1,2,4,7
Profit before tax,1,1,1,4,9,12,20,29
Tax %,39%,26%,35%,24%,27%,23%,31%,22%
Net Profit,1,1,1,3,7,9,14,22
  └─ Minority share,0,0,0,0,0,0,0,-1
  └─ Exceptional items AT,0,0,0,-0,-0,0,0,0
  └─ Profit excl Excep,1,1,1,3,7,9,14,22
  └─ Profit for PE,1,1,1,3,7,9,14,21
  └─ Profit for EPS,1,1,1,3,7,9,14,21
  └─ Profit Growth %,,15%,-11%,397%,101%,40%,45%,59%
EPS in Rs,0.39,0.57,0.40,1.46,2.92,3.65,5.29,8.38
Dividend Payout %,38%,0%,0%,3%,5%,5%,4%,4%
