Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,52,74,98,137,166,139,262,456,251,307,370,503
  └─ Sales Growth %,-12.25%,41.82%,32.53%,39.87%,20.75%,-16.09%,88.09%,74.11%,-44.97%,22.36%,20.52%,35.89%
Expenses,49,69,89,126,150,125,233,285,190,241,290,385
  └─ Material Cost %,74%,76%,72%,74%,72%,63%,63%,44%,44%,50%,49%,51%
    └─ Raw material cost,38,57,72,104,114,93,166,203,113,155,181,258
    └─ Change in inventory,1,-1,-1,-3,5,-6,0,-3,-3,-1,1,0
  └─ Manufacturing Cost %,8%,7%,4%,6%,6%,5%,4%,3%,7%,8%,7%,0%
  └─ Employee Cost %,4%,4%,4%,4%,5%,9%,6%,4%,12%,11%,12%,11%
  └─ Other Cost %,9%,7%,10%,8%,8%,14%,16%,11%,13%,10%,10%,14%
Operating Profit,3,5,9,12,16,14,29,172,61,66,80,118
OPM %,6%,7%,9%,8%,9%,10%,11%,38%,24%,22%,22%,24%
Other Income,0,0,1,1,1,4,2,4,-14,-5,2,2
  └─ Exceptional items,0.04,-0.36,0.00,0.01,0.00,0.11,-0.02,0.00,-16.48,-7.10,0.03,-0.83
  └─ Other income normal,0.38,0.36,1.21,0.79,0.61,3.55,1.59,3.51,2.89,1.83,1.89,2.86
Interest,1,1,2,2,2,3,3,3,7,10,10,11
Depreciation,1,2,3,3,3,4,6,11,15,20,18,20
Profit before tax,1,2,6,7,11,11,21,162,26,31,54,89
Tax %,41%,48%,42%,39%,31%,25%,30%,26%,25%,24%,26%,25%
Net Profit,1,1,3,4,8,8,15,120,19,24,40,67
  └─ Minority share,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Exceptional items AT,0,-0,0,0,0,0,-0,0,-12,-5,0,-1
  └─ Profit excl Excep,1,1,3,4,8,8,15,120,31,29,40,68
  └─ Profit for PE,1,2,3,5,8,8,15,120,32,29,40,68
  └─ Profit for EPS,1,2,3,5,8,8,15,120,19,24,40,67
  └─ Profit Growth %,-3%,93%,93%,35%,66%,9%,84%,691%,-74%,-8%,37%,71%
EPS in Rs,0.92,1.55,3.23,4.39,7.28,8.02,14.60,115.64,18.67,22.94,38.41,64.91
Dividend Payout %,0%,0%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%
