Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,2086,2326,2594,2503,2721,3500,4127,4857,5578,5966
  └─ Sales Growth %,,11.51%,11.54%,-3.51%,8.72%,28.62%,17.91%,17.67%,14.85%,6.96%
Expenses,1876,2135,2369,2244,2409,3159,3807,4429,5064,5439
  └─ Material Cost %,71%,70%,70%,66%,68%,69%,70%,66%,64%,64%
    └─ Raw material cost,1531,1647,1851,1772,1923,2555,2806,3261,3704,3755
    └─ Change in inventory,-53,-28,-45,-111,-71,-141,79,-48,-148,42
  └─ Manufacturing Cost %,3%,3%,4%,4%,4%,5%,5%,6%,6%,0%
  └─ Employee Cost %,7%,7%,8%,8%,8%,8%,7%,8%,9%,9%
  └─ Other Cost %,9%,11%,10%,11%,8%,8%,10%,11%,11%,19%
Operating Profit,210,191,225,259,312,341,320,428,514,527
OPM %,10%,8%,9%,10%,11%,10%,8%,9%,9%,9%
Other Income,12,10,20,24,20,10,16,33,20,1
  └─ Exceptional items,-0.47,-0.78,-0.27,-0.75,-0.29,-0.71,5.27,1.03,4.97,-22.11
  └─ Other income normal,12.60,11.04,20.05,25.13,20.73,10.76,10.78,32.14,15.03,23.51
Interest,2,2,2,4,6,8,16,40,25,12
Depreciation,16,20,23,29,39,49,64,81,96,108
Profit before tax,204,180,220,250,288,294,256,340,414,408
Tax %,29%,25%,23%,25%,30%,22%,26%,24%,24%,24%
Net Profit,145,135,168,188,202,228,189,258,314,308
  └─ Profit from Associates,0,0,0,0,0,0,0,0,0,-0
  └─ Minority share,0,-1,-1,-1,-1,-1,0,0,0,0
  └─ Exceptional items AT,-0,-1,-0,-1,-0,-1,4,1,4,-16
  └─ Profit excl Excep,145,136,168,189,202,229,185,257,310,325
  └─ Profit for PE,145,135,167,188,201,228,185,257,310,325
  └─ Profit for EPS,145,134,167,187,201,228,189,258,314,308
  └─ Profit Growth %,,-7%,24%,12%,7%,14%,-19%,39%,21%,5%
EPS in Rs,3.41,3.15,3.92,4.37,4.67,5.28,4.38,5.93,7.20,7.06
Dividend Payout %,21%,22%,20%,21%,26%,25%,30%,24%,21%,21%
