Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,3,31,85,105,130,156,115,128,312,236,301,343
  └─ Sales Growth %,,1119.84%,176.77%,23.53%,23.81%,19.98%,-26.33%,11.43%,143.22%,-24.38%,27.73%,14.09%
Expenses,3,22,64,76,110,132,96,117,299,210,268,334
  └─ Material Cost %,15%,10%,19%,7%,9%,19%,12%,18%,65%,32%,50%,59%
    └─ Raw material cost,0,4,18,7,18,26,14,22,205,77,151,230
    └─ Change in inventory,0,-1,-2,1,-6,4,0,1,-1,-2,-1,-26
  └─ Manufacturing Cost %,0%,2%,2%,2%,2%,1%,1%,1%,1%,4%,3%,0%
  └─ Employee Cost %,46%,20%,16%,21%,40%,43%,55%,48%,15%,22%,16%,13%
  └─ Other Cost %,66%,40%,38%,42%,33%,21%,15%,24%,15%,31%,20%,25%
Operating Profit,-1,9,21,29,21,24,19,11,13,26,33,9
OPM %,-27%,28%,25%,28%,16%,15%,17%,9%,4%,11%,11%,3%
Other Income,2,0,2,4,8,7,3,9,-40,12,12,30
  └─ Exceptional items,0.03,0.00,0.00,0.00,0.00,2.48,0.00,0.09,-50.00,1.26,-3.05,0.00
  └─ Other income normal,1.78,0.00,1.71,3.82,7.86,4.91,3.44,8.44,10.00,10.55,15.12,29.95
Interest,0,0,1,3,2,3,4,3,2,3,4,3
Depreciation,0,3,1,4,4,5,4,9,8,8,10,14
Profit before tax,1,5,20,26,22,23,15,8,-38,27,31,23
Tax %,64%,29%,35%,16%,35%,38%,24%,66%,-8%,19%,30%,9%
Net Profit,0,4,13,22,14,14,11,3,-35,22,22,21
  └─ Minority share,0.00,0.00,0.00,0.00,0.00,0.00,-1.20,-0.51,1.39,-0.42,-1.81,-1.77
  └─ Exceptional items AT,0.03,0.00,0.00,0.00,0.00,1.55,0.00,0.03,-56.35,0.88,-1.96,0.00
  └─ Profit excl Excep,0.34,3.70,13.28,21.74,13.99,12.41,11.07,2.84,21.22,21.10,23.63,20.87
  └─ Profit for PE,0.34,3.70,13.28,21.74,13.99,12.41,9.87,2.34,20.38,20.70,21.66,19.10
  └─ Profit for EPS,0.37,3.70,13.28,21.74,13.99,13.96,9.87,2.36,-33.74,21.56,19.86,19.10
  └─ Profit Growth %,,988.24%,258.92%,63.70%,-35.65%,-11.29%,-20.47%,-76.34%,772.70%,1.55%,4.64%,-11.80%
EPS in Rs,0.03,0.26,0.93,1.52,0.98,0.98,0.69,0.17,-1.50,0.80,0.73,0.70
Dividend Payout %,193%,39%,22%,13%,20%,20%,29%,121%,0%,0%,0%,0%
