Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,0.01,-0.00,-0.00,-0.00
  └─ Sales Growth %,,-100.00%,,
Expenses,0.43,2.43,1.38,0.85
  └─ Material Cost %,0.00%,2.99%,,
  └─ Manufacturing Cost %,500.00%,0.00%,,
  └─ Employee Cost %,1900.00%,29.85%,,
  └─ Other Cost %,1900.00%,328.36%,,
Operating Profit,-0.42,-2.43,-1.38,-0.85
OPM %,-4200.00%,-261.19%,,
Other Income,1.33,0.67,1.06,0.59
  └─ Exceptional items,0.06,0.00,0.00,0.00
  └─ Other income normal,1.27,0.67,1.06,0.59
Interest,-0.00,-0.00,-0.00,-0.00
Depreciation,0.08,0.06,0.05,0.07
Profit before tax,0.83,-1.82,-0.37,-0.33
Tax %,26.51%,0.55%,2.70%,3.03%
Net Profit,0.61,-1.83,-0.39,-0.34
  └─ Exceptional items AT,0.04,0.00,0.00,0.00
  └─ Profit excl Excep,0.57,-1.83,-0.39,-0.34
  └─ Profit for PE,0.57,-1.83,-0.39,-0.34
  └─ Profit for EPS,0.61,-1.83,-0.39,-0.34
  └─ Profit Growth %,,-421.05%,78.69%,12.82%
EPS in Rs,0.01,-0.04,-0.01,-0.01
Dividend Payout %,-0.00%,-0.00%,-0.00%,-0.00%
