Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,46,35,48,44,51,78,139
  └─ Sales Growth %,,-24%,36%,-8%,15%,54%,78%
Expenses,41,30,44,44,49,76,139
  └─ Material Cost %,54%,49%,60%,67%,63%,69%,85%
    └─ Raw material cost,26,18,29,29,35,58,115
    └─ Change in inventory,-1,-0,-0,0,-3,-4,4
  └─ Manufacturing Cost %,19%,21%,19%,20%,22%,22%,0%
  └─ Employee Cost %,8%,9%,7%,8%,8%,5%,3%
  └─ Other Cost %,8%,6%,6%,5%,3%,2%,12%
Operating Profit,5,5,4,-0,2,2,0
OPM %,11%,14%,8%,-0%,3%,2%,0%
Other Income,1,0,0,3,1,1,4
  └─ Exceptional items,0.02,0.05,0.00,2.51,0.13,0.04,0.00
  └─ Other income normal,0.50,0.43,0.40,0.71,1.18,1.43,4.25
Interest,1,1,1,1,3,5,4
Depreciation,2,1,2,2,3,4,3
Profit before tax,3,3,2,1,-3,-6,-3
Tax %,26%,27%,31%,-7%,54%,14%,76%
Net Profit,2,2,1,1,-5,-7,-5
  └─ Minority share,0,0,0,0,2,4,5
  └─ Exceptional items AT,0,0,0,3,0,0,0
  └─ Profit excl Excep,2,2,1,-2,-5,-7,-5
  └─ Profit for PE,2,2,1,-2,-3,-3,-0
  └─ Profit for EPS,2,2,1,1,-3,-3,-0
  └─ Profit Growth %,,1%,-51%,-232%,-75%,1%,92%
EPS in Rs,3.08,3.13,1.51,0.91,-2.32,-2.35,-0.14
Dividend Payout %,6%,0%,0%,0%,0%,0%,0%
